Year,Geography,Industry,GeoCode,Value
2017,New Brunswick,"Machine shops, turned product, and screw, nut and bolt manufacturing",13,0.08
2017,New Brunswick,"Coating, engraving, cold and heat treating and allied activities",13,
2017,New Brunswick,Other fabricated metal product manufacturing,13,0.06
2017,New Brunswick,Machinery manufacturing,13,0.34
2017,New Brunswick,"Agricultural, construction and mining machinery manufacturing",13,
2017,New Brunswick,Industrial machinery manufacturing,13,
2017,New Brunswick,Commercial and service industry machinery manufacturing,13,
2017,New Brunswick,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",13,0.15
2017,New Brunswick,Metalworking machinery manufacturing,13,0.01
2017,New Brunswick,"Engine, turbine and power transmission equipment manufacturing",13,
2017,New Brunswick,Other general-purpose machinery manufacturing,13,0.07
2017,New Brunswick,Computer and electronic product manufacturing,13,
2017,New Brunswick,Computer and peripheral equipment manufacturing,13,
2017,New Brunswick,Communications equipment manufacturing,13,
2017,New Brunswick,Audio and video equipment manufacturing,13,
2017,New Brunswick,Semiconductor and other electronic component manufacturing,13,
2017,New Brunswick,"Navigational, measuring, medical and control instruments manufacturing",13,0.07
2017,New Brunswick,Manufacturing and reproducing magnetic and optical media,13,
2017,New Brunswick,"Electrical equipment, appliance and component manufacturing",13,
2017,New Brunswick,Electric lighting equipment manufacturing,13,
2017,New Brunswick,Household appliance manufacturing,13,
2017,New Brunswick,Electrical equipment manufacturing,13,
2017,New Brunswick,Other electrical equipment and component manufacturing,13,
2017,New Brunswick,Transportation equipment manufacturing,13,
2017,New Brunswick,Motor vehicle manufacturing,13,
2017,New Brunswick,Motor vehicle body and trailer manufacturing,13,0.08
2017,New Brunswick,Motor vehicle parts manufacturing,13,0.02
2017,New Brunswick,Aerospace product and parts manufacturing,13,
2017,New Brunswick,Railroad rolling stock manufacturing,13,
2017,New Brunswick,Ship and boat building,13,
2017,New Brunswick,Other transportation equipment manufacturing,13,
2017,New Brunswick,Furniture and related product manufacturing,13,0.24
2017,New Brunswick,Household and institutional furniture and kitchen cabinet manufacturing,13,0.23
2017,New Brunswick,Office furniture (including fixtures) manufacturing,13,
2017,New Brunswick,Other furniture-related product manufacturing,13,
2017,New Brunswick,Miscellaneous manufacturing,13,0.48
2017,New Brunswick,Medical equipment and supplies manufacturing,13,0.03
2017,New Brunswick,Other miscellaneous manufacturing,13,0.45
2017,Quebec,Total manufacturing,24,11.57
2017,Quebec,Non-durable goods,24,4.81
2017,Quebec,Food manufacturing,24,1.59
2017,Quebec,Animal food manufacturing,24,0.07
2017,Quebec,Grain and oilseed milling,24,0.03
2017,Quebec,Sugar and confectionery product manufacturing,24,0.1
2017,Quebec,Fruit and vegetable preserving and specialty food manufacturing,24,0.14
2017,Quebec,Dairy product manufacturing,24,0.24
2017,Quebec,Meat product manufacturing,24,0.46
2017,Quebec,Seafood product preparation and packaging,24,0.04
2017,Quebec,Bakeries and tortilla manufacturing,24,0.34
2017,Quebec,Other food manufacturing,24,0.16
2017,Quebec,Beverage and tobacco product manufacturing,24,0.26
2017,Quebec,Beverage manufacturing,24,
2017,Quebec,Tobacco manufacturing,24,
2017,Quebec,Cannabis product manufacturing,24,
2017,Quebec,Textile mills,24,0.09
2017,Quebec,"Fibre, yarn and thread mills",24,0.01
2017,Quebec,Fabric mills,24,0.06
2017,Quebec,Textile and fabric finishing and fabric coating,24,0.01
2017,Quebec,Textile product mills,24,0.09
2017,Quebec,Textile furnishings mills,24,0.04
2017,Quebec,Other textile product mills,24,0.05
2017,Quebec,Apparel manufacturing,24,0.29
2017,Quebec,Apparel knitting mills,24,0.03
2017,Quebec,Cut and sew clothing manufacturing,24,0.24
2017,Quebec,Clothing accessories and other clothing manufacturing,24,0.02
2017,Quebec,Leather and allied product manufacturing,24,0.03
2017,Quebec,Leather and hide tanning and finishing,24,0.0
2017,Quebec,Footwear manufacturing,24,0.02
2017,Quebec,Other leather and allied product manufacturing,24,0.01
2017,Quebec,Paper manufacturing,24,0.58
2017,Quebec,"Pulp, paper and paperboard mills",24,0.22
2017,Quebec,Converted paper product manufacturing,24,0.36
2017,Quebec,Printing and related support activities,24,0.33
2017,Quebec,Petroleum and coal product manufacturing,24,0.09
2017,Quebec,Chemical manufacturing,24,0.68
2017,Quebec,Basic chemical manufacturing,24,0.07
2017,Quebec,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",24,0.02
2017,Quebec,"Pesticide, fertilizer and other agricultural chemical manufacturing",24,0.06
2017,Quebec,Pharmaceutical and medicine manufacturing,24,0.24
2017,Quebec,"Paint, coating and adhesive manufacturing",24,0.07
2017,Quebec,"Soap, cleaning compound and toilet preparation manufacturing",24,0.12
2017,Quebec,Other chemical product manufacturing,24,0.09
2017,Quebec,Plastics and rubber products manufacturing,24,0.79
2017,Quebec,Plastic product manufacturing,24,0.6
2017,Quebec,Rubber product manufacturing,24,0.19
2017,Quebec,Durable goods,24,6.76
2017,Quebec,Wood product manufacturing,24,0.83
2017,Quebec,Sawmills and wood preservation,24,0.31
2017,Quebec,"Veneer, plywood and engineered wood product manufacturing",24,0.14
2017,Quebec,Other wood product manufacturing,24,0.38
2017,Quebec,Non-metallic mineral product manufacturing,24,0.37
2017,Quebec,Clay product and refractory manufacturing,24,0.01
2017,Quebec,Glass and glass product manufacturing,24,0.07
2017,Quebec,Cement and concrete product manufacturing,24,0.2
2017,Quebec,Lime and gypsum product manufacturing,24,0.02
2017,Quebec,Other non-metallic mineral product manufacturing,24,0.07
2017,Quebec,Primary metal manufacturing,24,0.47
2017,Quebec,Iron and steel mills and ferro-alloy manufacturing,24,0.05
2017,Quebec,Steel product manufacturing from purchased steel,24,0.03
2017,Quebec,Alumina and aluminum production and processing,24,0.18
2017,Quebec,Non-ferrous metal (except aluminum) production and processing,24,0.12
2017,Quebec,Foundries,24,0.09
2017,Quebec,Fabricated metal product manufacturing,24,1.21
2017,Quebec,Forging and stamping,24,0.06
2017,Quebec,Cutlery and hand tool manufacturing,24,0.03
2017,Quebec,Architectural and structural metals manufacturing,24,0.49
2017,Quebec,"Boiler, tank and shipping container manufacturing",24,0.07
2017,Quebec,Hardware manufacturing,24,0.02
2017,Quebec,Spring and wire product manufacturing,24,0.03
2017,Quebec,"Machine shops, turned product, and screw, nut and bolt manufacturing",24,0.26
2017,Quebec,"Coating, engraving, cold and heat treating and allied activities",24,0.08
2017,Quebec,Other fabricated metal product manufacturing,24,0.17
2017,Quebec,Machinery manufacturing,24,0.87
2017,Quebec,"Agricultural, construction and mining machinery manufacturing",24,0.09
2017,Quebec,Industrial machinery manufacturing,24,0.15
2017,Quebec,Commercial and service industry machinery manufacturing,24,0.17
2017,Quebec,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",24,0.15
2017,Quebec,Metalworking machinery manufacturing,24,0.06
2017,Quebec,"Engine, turbine and power transmission equipment manufacturing",24,0.07
2017,Quebec,Other general-purpose machinery manufacturing,24,0.18
2017,Quebec,Computer and electronic product manufacturing,24,0.4
2017,Quebec,Computer and peripheral equipment manufacturing,24,0.02
2017,Quebec,Communications equipment manufacturing,24,0.08
2017,Quebec,Audio and video equipment manufacturing,24,0.01
2017,Quebec,Semiconductor and other electronic component manufacturing,24,0.12
2017,Quebec,"Navigational, measuring, medical and control instruments manufacturing",24,0.16
2017,Quebec,Manufacturing and reproducing magnetic and optical media,24,0.01
2017,Quebec,"Electrical equipment, appliance and component manufacturing",24,0.3
2017,Quebec,Electric lighting equipment manufacturing,24,0.07
2017,Quebec,Household appliance manufacturing,24,0.02
2017,Quebec,Electrical equipment manufacturing,24,0.11
2017,Quebec,Other electrical equipment and component manufacturing,24,0.11
2017,Quebec,Transportation equipment manufacturing,24,1.21
2017,Quebec,Motor vehicle manufacturing,24,0.07
2017,Quebec,Motor vehicle body and trailer manufacturing,24,0.13
2017,Quebec,Motor vehicle parts manufacturing,24,0.12
2017,Quebec,Aerospace product and parts manufacturing,24,0.66
2017,Quebec,Railroad rolling stock manufacturing,24,0.03
2017,Quebec,Ship and boat building,24,0.06
2017,Quebec,Other transportation equipment manufacturing,24,0.13
2017,Quebec,Furniture and related product manufacturing,24,0.63
2017,Quebec,Household and institutional furniture and kitchen cabinet manufacturing,24,0.44
2017,Quebec,Office furniture (including fixtures) manufacturing,24,0.15
2017,Quebec,Other furniture-related product manufacturing,24,0.04
2017,Quebec,Miscellaneous manufacturing,24,0.47
2017,Quebec,Medical equipment and supplies manufacturing,24,0.13
2017,Quebec,Other miscellaneous manufacturing,24,0.33
2017,Ontario,Total manufacturing,35,10.58
2017,Ontario,Non-durable goods,35,4.0
2017,Ontario,Food manufacturing,35,1.24
2017,Ontario,Animal food manufacturing,35,0.06
2017,Ontario,Grain and oilseed milling,35,0.05
2017,Ontario,Sugar and confectionery product manufacturing,35,0.07
2017,Ontario,Fruit and vegetable preserving and specialty food manufacturing,35,0.09
2017,Ontario,Dairy product manufacturing,35,0.14
2017,Ontario,Meat product manufacturing,35,0.3
2017,Ontario,Seafood product preparation and packaging,35,0.01
2017,Ontario,Bakeries and tortilla manufacturing,35,0.32
2017,Ontario,Other food manufacturing,35,0.21
2017,Ontario,Beverage and tobacco product manufacturing,35,0.28
2017,Ontario,Beverage manufacturing,35,
2017,Ontario,Tobacco manufacturing,35,
2017,Ontario,Cannabis product manufacturing,35,
2017,Ontario,Textile mills,35,0.05
2017,Ontario,"Fibre, yarn and thread mills",35,0.01
2017,Ontario,Fabric mills,35,0.02
2017,Ontario,Textile and fabric finishing and fabric coating,35,0.02
2017,Ontario,Textile product mills,35,0.06
2017,Ontario,Textile furnishings mills,35,0.02
2017,Ontario,Other textile product mills,35,0.04
2017,Ontario,Apparel manufacturing,35,0.09
2017,Ontario,Apparel knitting mills,35,0.0
2017,Ontario,Cut and sew clothing manufacturing,35,0.07
2017,Ontario,Clothing accessories and other clothing manufacturing,35,0.01
2017,Ontario,Leather and allied product manufacturing,35,0.02
2017,Ontario,Leather and hide tanning and finishing,35,0.0
2017,Ontario,Footwear manufacturing,35,0.0
2017,Ontario,Other leather and allied product manufacturing,35,0.02
2017,Ontario,Paper manufacturing,35,0.27
2017,Ontario,"Pulp, paper and paperboard mills",35,0.06
2017,Ontario,Converted paper product manufacturing,35,0.21
2017,Ontario,Printing and related support activities,35,0.37
2017,Ontario,Petroleum and coal product manufacturing,35,0.1
2017,Ontario,Chemical manufacturing,35,0.74
2017,Ontario,Basic chemical manufacturing,35,0.09
2017,Ontario,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",35,0.07
2017,Ontario,"Pesticide, fertilizer and other agricultural chemical manufacturing",35,0.02
2017,Ontario,Pharmaceutical and medicine manufacturing,35,0.25
2017,Ontario,"Paint, coating and adhesive manufacturing",35,0.06
2017,Ontario,"Soap, cleaning compound and toilet preparation manufacturing",35,0.17
2017,Ontario,Other chemical product manufacturing,35,0.09
2017,Ontario,Plastics and rubber products manufacturing,35,0.79
2017,Ontario,Plastic product manufacturing,35,0.7
2017,Ontario,Rubber product manufacturing,35,0.09
2017,Ontario,Durable goods,35,6.57
2017,Ontario,Wood product manufacturing,35,0.27
2017,Ontario,Sawmills and wood preservation,35,0.05
2017,Ontario,"Veneer, plywood and engineered wood product manufacturing",35,0.06
2017,Ontario,Other wood product manufacturing,35,0.16
2017,Ontario,Non-metallic mineral product manufacturing,35,0.31
2017,Ontario,Clay product and refractory manufacturing,35,0.02
2017,Ontario,Glass and glass product manufacturing,35,0.05
2017,Ontario,Cement and concrete product manufacturing,35,0.17
2017,Ontario,Lime and gypsum product manufacturing,35,0.01
2017,Ontario,Other non-metallic mineral product manufacturing,35,0.06
2017,Ontario,Primary metal manufacturing,35,0.42
2017,Ontario,Iron and steel mills and ferro-alloy manufacturing,35,0.2
2017,Ontario,Steel product manufacturing from purchased steel,35,0.06
2017,Ontario,Alumina and aluminum production and processing,35,0.04
2017,Ontario,Non-ferrous metal (except aluminum) production and processing,35,0.05
2017,Ontario,Foundries,35,0.07
2017,Ontario,Fabricated metal product manufacturing,35,1.03
2017,Ontario,Forging and stamping,35,0.05
2017,Ontario,Cutlery and hand tool manufacturing,35,0.04
2017,Ontario,Architectural and structural metals manufacturing,35,0.34
2017,Ontario,"Boiler, tank and shipping container manufacturing",35,0.06
2017,Ontario,Hardware manufacturing,35,0.06
2017,Ontario,Spring and wire product manufacturing,35,0.03
2017,Ontario,"Machine shops, turned product, and screw, nut and bolt manufacturing",35,0.22
2017,Ontario,"Coating, engraving, cold and heat treating and allied activities",35,0.09
2017,Ontario,Other fabricated metal product manufacturing,35,0.15
2017,Ontario,Machinery manufacturing,35,0.96
2017,Ontario,"Agricultural, construction and mining machinery manufacturing",35,0.12
2017,Ontario,Industrial machinery manufacturing,35,0.11
2017,Ontario,Commercial and service industry machinery manufacturing,35,0.1
2017,Ontario,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",35,0.08
2017,Ontario,Metalworking machinery manufacturing,35,0.27
2017,Ontario,"Engine, turbine and power transmission equipment manufacturing",35,0.04
2017,Ontario,Other general-purpose machinery manufacturing,35,0.24
2017,Ontario,Computer and electronic product manufacturing,35,0.47
2017,Ontario,Computer and peripheral equipment manufacturing,35,0.06
2017,Ontario,Communications equipment manufacturing,35,0.12
2017,Ontario,Audio and video equipment manufacturing,35,0.01
2017,Ontario,Semiconductor and other electronic component manufacturing,35,0.11
2017,Ontario,"Navigational, measuring, medical and control instruments manufacturing",35,0.15
2017,Ontario,Manufacturing and reproducing magnetic and optical media,35,0.01
2017,Ontario,"Electrical equipment, appliance and component manufacturing",35,0.25
2017,Ontario,Electric lighting equipment manufacturing,35,0.03
2017,Ontario,Household appliance manufacturing,35,0.02
2017,Ontario,Electrical equipment manufacturing,35,0.11
2017,Ontario,Other electrical equipment and component manufacturing,35,0.09
2017,Ontario,Transportation equipment manufacturing,35,2.02
2017,Ontario,Motor vehicle manufacturing,35,0.6
2017,Ontario,Motor vehicle body and trailer manufacturing,35,0.06
2017,Ontario,Motor vehicle parts manufacturing,35,1.05
2017,Ontario,Aerospace product and parts manufacturing,35,0.19
2017,Ontario,Railroad rolling stock manufacturing,35,
2017,Ontario,Ship and boat building,35,
2017,Ontario,Other transportation equipment manufacturing,35,0.06
2017,Ontario,Furniture and related product manufacturing,35,0.46
2017,Ontario,Household and institutional furniture and kitchen cabinet manufacturing,35,0.21
2017,Ontario,Office furniture (including fixtures) manufacturing,35,0.23
2017,Ontario,Other furniture-related product manufacturing,35,0.03
2017,Ontario,Miscellaneous manufacturing,35,0.39
2017,Ontario,Medical equipment and supplies manufacturing,35,0.14
2017,Ontario,Other miscellaneous manufacturing,35,0.25
2017,Manitoba,Total manufacturing,46,8.94
2017,Manitoba,Non-durable goods,46,3.61
2017,Manitoba,Food manufacturing,46,1.51
2017,Manitoba,Animal food manufacturing,46,0.06
2017,Manitoba,Grain and oilseed milling,46,0.09
2017,Manitoba,Sugar and confectionery product manufacturing,46,
2017,Manitoba,Fruit and vegetable preserving and specialty food manufacturing,46,0.11
2017,Manitoba,Dairy product manufacturing,46,
2017,Manitoba,Meat product manufacturing,46,0.68
2017,Manitoba,Seafood product preparation and packaging,46,
2017,Manitoba,Bakeries and tortilla manufacturing,46,0.21
2017,Manitoba,Other food manufacturing,46,0.19
2017,Manitoba,Beverage and tobacco product manufacturing,46,0.17
2017,Manitoba,Beverage manufacturing,46,
2017,Manitoba,Tobacco manufacturing,46,
2017,Manitoba,Cannabis product manufacturing,46,
2017,Manitoba,Textile mills,46,0.02
2017,Manitoba,"Fibre, yarn and thread mills",46,
2017,Manitoba,Fabric mills,46,
2017,Manitoba,Textile and fabric finishing and fabric coating,46,
2017,Manitoba,Textile product mills,46,0.06
2017,Manitoba,Textile furnishings mills,46,
2017,Manitoba,Other textile product mills,46,
2017,Manitoba,Apparel manufacturing,46,0.15
2017,Manitoba,Apparel knitting mills,46,
2017,Manitoba,Cut and sew clothing manufacturing,46,
2017,Manitoba,Clothing accessories and other clothing manufacturing,46,
2017,Manitoba,Leather and allied product manufacturing,46,0.02
2017,Manitoba,Leather and hide tanning and finishing,46,
2017,Manitoba,Footwear manufacturing,46,
2017,Manitoba,Other leather and allied product manufacturing,46,
2017,Manitoba,Paper manufacturing,46,0.18
2017,Manitoba,"Pulp, paper and paperboard mills",46,
2017,Manitoba,Converted paper product manufacturing,46,
2017,Manitoba,Printing and related support activities,46,0.51
2017,Manitoba,Petroleum and coal product manufacturing,46,0.02
2017,Manitoba,Chemical manufacturing,46,0.42
2017,Manitoba,Basic chemical manufacturing,46,0.06
2017,Manitoba,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",46,0.01
2017,Manitoba,"Pesticide, fertilizer and other agricultural chemical manufacturing",46,0.08
2017,Manitoba,Pharmaceutical and medicine manufacturing,46,0.2
2017,Manitoba,"Paint, coating and adhesive manufacturing",46,0.04
2017,Manitoba,"Soap, cleaning compound and toilet preparation manufacturing",46,0.01
2017,Manitoba,Other chemical product manufacturing,46,0.02
2017,Manitoba,Plastics and rubber products manufacturing,46,0.56
2017,Manitoba,Plastic product manufacturing,46,0.52
2017,Manitoba,Rubber product manufacturing,46,0.04
2017,Manitoba,Durable goods,46,5.33
2017,Manitoba,Wood product manufacturing,46,0.33
2017,Manitoba,Sawmills and wood preservation,46,
2017,Manitoba,"Veneer, plywood and engineered wood product manufacturing",46,
2017,Manitoba,Other wood product manufacturing,46,0.2
2017,Manitoba,Non-metallic mineral product manufacturing,46,0.22
2017,Manitoba,Clay product and refractory manufacturing,46,
2017,Manitoba,Glass and glass product manufacturing,46,
2017,Manitoba,Cement and concrete product manufacturing,46,0.16
2017,Manitoba,Lime and gypsum product manufacturing,46,
2017,Manitoba,Other non-metallic mineral product manufacturing,46,0.03
2017,Manitoba,Primary metal manufacturing,46,0.53
2017,Manitoba,Iron and steel mills and ferro-alloy manufacturing,46,
2017,Manitoba,Steel product manufacturing from purchased steel,46,0.01
2017,Manitoba,Alumina and aluminum production and processing,46,
2017,Manitoba,Non-ferrous metal (except aluminum) production and processing,46,
2017,Manitoba,Foundries,46,0.13
2017,Manitoba,Fabricated metal product manufacturing,46,0.72
2017,Manitoba,Forging and stamping,46,
2017,Manitoba,Cutlery and hand tool manufacturing,46,
2017,Manitoba,Architectural and structural metals manufacturing,46,0.29
2017,Manitoba,"Boiler, tank and shipping container manufacturing",46,0.12
2017,Manitoba,Hardware manufacturing,46,
2017,Manitoba,Spring and wire product manufacturing,46,
2017,Manitoba,"Machine shops, turned product, and screw, nut and bolt manufacturing",46,0.15
2017,Manitoba,"Coating, engraving, cold and heat treating and allied activities",46,0.06
2017,Manitoba,Other fabricated metal product manufacturing,46,0.07
2017,Manitoba,Machinery manufacturing,46,0.96
2017,Manitoba,"Agricultural, construction and mining machinery manufacturing",46,0.63
2017,Manitoba,Industrial machinery manufacturing,46,0.05
2017,Manitoba,Commercial and service industry machinery manufacturing,46,0.03
2017,Manitoba,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",46,0.08
2017,Manitoba,Metalworking machinery manufacturing,46,
2017,Manitoba,"Engine, turbine and power transmission equipment manufacturing",46,
2017,Manitoba,Other general-purpose machinery manufacturing,46,0.14
2017,Manitoba,Computer and electronic product manufacturing,46,0.09
2017,Manitoba,Computer and peripheral equipment manufacturing,46,
2017,Manitoba,Communications equipment manufacturing,46,
2017,Manitoba,Audio and video equipment manufacturing,46,
2017,Manitoba,Semiconductor and other electronic component manufacturing,46,0.03
2017,Manitoba,"Navigational, measuring, medical and control instruments manufacturing",46,0.02
2017,Manitoba,Manufacturing and reproducing magnetic and optical media,46,
2017,Manitoba,"Electrical equipment, appliance and component manufacturing",46,0.12
2017,Manitoba,Electric lighting equipment manufacturing,46,
2017,Manitoba,Household appliance manufacturing,46,
2017,Manitoba,Electrical equipment manufacturing,46,0.12
2017,Manitoba,Other electrical equipment and component manufacturing,46,
2017,Manitoba,Transportation equipment manufacturing,46,1.35
2017,Manitoba,Motor vehicle manufacturing,46,0.41
2017,Manitoba,Motor vehicle body and trailer manufacturing,46,0.21
2017,Manitoba,Motor vehicle parts manufacturing,46,0.1
2017,Manitoba,Aerospace product and parts manufacturing,46,0.62
2017,Manitoba,Railroad rolling stock manufacturing,46,
2017,Manitoba,Ship and boat building,46,
2017,Manitoba,Other transportation equipment manufacturing,46,
2017,Manitoba,Furniture and related product manufacturing,46,0.76
2017,Manitoba,Household and institutional furniture and kitchen cabinet manufacturing,46,0.71
2017,Manitoba,Office furniture (including fixtures) manufacturing,46,0.05
2017,Manitoba,Other furniture-related product manufacturing,46,0.0
2017,Manitoba,Miscellaneous manufacturing,46,0.25
2017,Manitoba,Medical equipment and supplies manufacturing,46,0.09
2017,Manitoba,Other miscellaneous manufacturing,46,0.16
2017,Saskatchewan,Total manufacturing,47,5.01
2017,Saskatchewan,Non-durable goods,47,1.82
2017,Saskatchewan,Food manufacturing,47,0.9
2017,Saskatchewan,Animal food manufacturing,47,0.08
2017,Saskatchewan,Grain and oilseed milling,47,0.2
2017,Saskatchewan,Sugar and confectionery product manufacturing,47,
2017,Saskatchewan,Fruit and vegetable preserving and specialty food manufacturing,47,
2017,Saskatchewan,Dairy product manufacturing,47,
2017,Saskatchewan,Meat product manufacturing,47,0.4
2017,Saskatchewan,Seafood product preparation and packaging,47,
2017,Saskatchewan,Bakeries and tortilla manufacturing,47,0.11
2017,Saskatchewan,Other food manufacturing,47,0.05
2017,Saskatchewan,Beverage and tobacco product manufacturing,47,0.14
2017,Saskatchewan,Beverage manufacturing,47,
2017,Saskatchewan,Tobacco manufacturing,47,
2017,Saskatchewan,Cannabis product manufacturing,47,
2017,Saskatchewan,Textile mills,47,
2017,Saskatchewan,"Fibre, yarn and thread mills",47,
2017,Saskatchewan,Fabric mills,47,
2017,Saskatchewan,Textile and fabric finishing and fabric coating,47,
2017,Saskatchewan,Textile product mills,47,0.07
2017,Saskatchewan,Textile furnishings mills,47,
2017,Saskatchewan,Other textile product mills,47,
2017,Saskatchewan,Apparel manufacturing,47,0.01
2017,Saskatchewan,Apparel knitting mills,47,
2017,Saskatchewan,Cut and sew clothing manufacturing,47,
2017,Saskatchewan,Clothing accessories and other clothing manufacturing,47,
2017,Saskatchewan,Leather and allied product manufacturing,47,
2017,Saskatchewan,Leather and hide tanning and finishing,47,
2017,Saskatchewan,Footwear manufacturing,47,
2017,Saskatchewan,Other leather and allied product manufacturing,47,
2017,Saskatchewan,Paper manufacturing,47,
2017,Saskatchewan,"Pulp, paper and paperboard mills",47,
2017,Saskatchewan,Converted paper product manufacturing,47,
2017,Saskatchewan,Printing and related support activities,47,0.11
2017,Saskatchewan,Petroleum and coal product manufacturing,47,0.14
2017,Saskatchewan,Chemical manufacturing,47,0.28
2017,Saskatchewan,Basic chemical manufacturing,47,0.09
2017,Saskatchewan,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",47,
2017,Saskatchewan,"Pesticide, fertilizer and other agricultural chemical manufacturing",47,0.13
2017,Saskatchewan,Pharmaceutical and medicine manufacturing,47,
2017,Saskatchewan,"Paint, coating and adhesive manufacturing",47,
2017,Saskatchewan,"Soap, cleaning compound and toilet preparation manufacturing",47,0.02
2017,Saskatchewan,Other chemical product manufacturing,47,
2017,Saskatchewan,Plastics and rubber products manufacturing,47,0.11
2017,Saskatchewan,Plastic product manufacturing,47,0.09
2017,Saskatchewan,Rubber product manufacturing,47,0.02
2017,Saskatchewan,Durable goods,47,3.2
2017,Saskatchewan,Wood product manufacturing,47,0.39
2017,Saskatchewan,Sawmills and wood preservation,47,0.11
2017,Saskatchewan,"Veneer, plywood and engineered wood product manufacturing",47,0.19
2017,Saskatchewan,Other wood product manufacturing,47,0.09
2017,Saskatchewan,Non-metallic mineral product manufacturing,47,0.21
2017,Saskatchewan,Clay product and refractory manufacturing,47,
2017,Saskatchewan,Glass and glass product manufacturing,47,
2017,Saskatchewan,Cement and concrete product manufacturing,47,0.17
2017,Saskatchewan,Lime and gypsum product manufacturing,47,
2017,Saskatchewan,Other non-metallic mineral product manufacturing,47,0.02
2017,Saskatchewan,Primary metal manufacturing,47,
2017,Saskatchewan,Iron and steel mills and ferro-alloy manufacturing,47,
2017,Saskatchewan,Steel product manufacturing from purchased steel,47,
2017,Saskatchewan,Alumina and aluminum production and processing,47,
2017,Saskatchewan,Non-ferrous metal (except aluminum) production and processing,47,
2017,Saskatchewan,Foundries,47,
2017,Saskatchewan,Fabricated metal product manufacturing,47,0.63
2017,Saskatchewan,Forging and stamping,47,
2017,Saskatchewan,Cutlery and hand tool manufacturing,47,
2017,Saskatchewan,Architectural and structural metals manufacturing,47,0.29
2017,Saskatchewan,"Boiler, tank and shipping container manufacturing",47,0.11
2017,Saskatchewan,Hardware manufacturing,47,
2017,Saskatchewan,Spring and wire product manufacturing,47,
2017,Saskatchewan,"Machine shops, turned product, and screw, nut and bolt manufacturing",47,0.14
2017,Saskatchewan,"Coating, engraving, cold and heat treating and allied activities",47,
2017,Saskatchewan,Other fabricated metal product manufacturing,47,0.05
2017,Saskatchewan,Machinery manufacturing,47,1.03
2017,Saskatchewan,"Agricultural, construction and mining machinery manufacturing",47,0.84
2017,Saskatchewan,Industrial machinery manufacturing,47,
2017,Saskatchewan,Commercial and service industry machinery manufacturing,47,0.0
2017,Saskatchewan,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",47,0.02
2017,Saskatchewan,Metalworking machinery manufacturing,47,
2017,Saskatchewan,"Engine, turbine and power transmission equipment manufacturing",47,
2017,Saskatchewan,Other general-purpose machinery manufacturing,47,0.1
2017,Saskatchewan,Computer and electronic product manufacturing,47,0.14
2017,Saskatchewan,Computer and peripheral equipment manufacturing,47,
2017,Saskatchewan,Communications equipment manufacturing,47,
2017,Saskatchewan,Audio and video equipment manufacturing,47,
2017,Saskatchewan,Semiconductor and other electronic component manufacturing,47,
2017,Saskatchewan,"Navigational, measuring, medical and control instruments manufacturing",47,
2017,Saskatchewan,Manufacturing and reproducing magnetic and optical media,47,
2017,Saskatchewan,"Electrical equipment, appliance and component manufacturing",47,
2017,Saskatchewan,Electric lighting equipment manufacturing,47,
2017,Saskatchewan,Household appliance manufacturing,47,
2017,Saskatchewan,Electrical equipment manufacturing,47,0.05
2017,Saskatchewan,Other electrical equipment and component manufacturing,47,
2017,Saskatchewan,Transportation equipment manufacturing,47,0.21
2017,Saskatchewan,Motor vehicle manufacturing,47,
2017,Saskatchewan,Motor vehicle body and trailer manufacturing,47,0.16
2017,Saskatchewan,Motor vehicle parts manufacturing,47,
2017,Saskatchewan,Aerospace product and parts manufacturing,47,
2017,Saskatchewan,Railroad rolling stock manufacturing,47,
2017,Saskatchewan,Ship and boat building,47,
2017,Saskatchewan,Other transportation equipment manufacturing,47,
2017,Saskatchewan,Furniture and related product manufacturing,47,0.14
2017,Saskatchewan,Household and institutional furniture and kitchen cabinet manufacturing,47,0.12
2017,Saskatchewan,Office furniture (including fixtures) manufacturing,47,0.02
2017,Saskatchewan,Other furniture-related product manufacturing,47,0.0
2017,Saskatchewan,Miscellaneous manufacturing,47,0.13
2017,Saskatchewan,Medical equipment and supplies manufacturing,47,0.06
2017,Saskatchewan,Other miscellaneous manufacturing,47,0.07
2017,Alberta,Total manufacturing,48,5.99
2017,Alberta,Non-durable goods,48,2.56
2017,Alberta,Food manufacturing,48,1.04
2017,Alberta,Animal food manufacturing,48,0.06
2017,Alberta,Grain and oilseed milling,48,0.04
2017,Alberta,Sugar and confectionery product manufacturing,48,
2017,Alberta,Fruit and vegetable preserving and specialty food manufacturing,48,0.04
2017,Alberta,Dairy product manufacturing,48,0.07
2017,Alberta,Meat product manufacturing,48,0.51
2017,Alberta,Seafood product preparation and packaging,48,
2017,Alberta,Bakeries and tortilla manufacturing,48,0.15
