Year,Geography,Industry,GeoCode,Value
2019,New Brunswick,"Pesticide, fertilizer and other agricultural chemical manufacturing",13,0.1
2019,New Brunswick,Pharmaceutical and medicine manufacturing,13,
2019,New Brunswick,"Paint, coating and adhesive manufacturing",13,
2019,New Brunswick,"Soap, cleaning compound and toilet preparation manufacturing",13,
2019,New Brunswick,Other chemical product manufacturing,13,
2019,New Brunswick,Plastics and rubber products manufacturing,13,0.44
2019,New Brunswick,Plastic product manufacturing,13,0.42
2019,New Brunswick,Rubber product manufacturing,13,0.02
2019,New Brunswick,Durable goods,13,4.16
2019,New Brunswick,Wood product manufacturing,13,1.55
2019,New Brunswick,Sawmills and wood preservation,13,0.83
2019,New Brunswick,"Veneer, plywood and engineered wood product manufacturing",13,0.22
2019,New Brunswick,Other wood product manufacturing,13,0.5
2019,New Brunswick,Non-metallic mineral product manufacturing,13,0.28
2019,New Brunswick,Clay product and refractory manufacturing,13,
2019,New Brunswick,Glass and glass product manufacturing,13,
2019,New Brunswick,Cement and concrete product manufacturing,13,0.1
2019,New Brunswick,Lime and gypsum product manufacturing,13,
2019,New Brunswick,Other non-metallic mineral product manufacturing,13,0.1
2019,New Brunswick,Primary metal manufacturing,13,
2019,New Brunswick,Iron and steel mills and ferro-alloy manufacturing,13,
2019,New Brunswick,Steel product manufacturing from purchased steel,13,
2019,New Brunswick,Alumina and aluminum production and processing,13,
2019,New Brunswick,Non-ferrous metal (except aluminum) production and processing,13,
2019,New Brunswick,Foundries,13,
2019,New Brunswick,Fabricated metal product manufacturing,13,0.8
2019,New Brunswick,Forging and stamping,13,
2019,New Brunswick,Cutlery and hand tool manufacturing,13,
2019,New Brunswick,Architectural and structural metals manufacturing,13,0.46
2019,New Brunswick,"Boiler, tank and shipping container manufacturing",13,0.05
2019,New Brunswick,Hardware manufacturing,13,
2019,New Brunswick,Spring and wire product manufacturing,13,0.02
2019,New Brunswick,"Machine shops, turned product, and screw, nut and bolt manufacturing",13,0.21
2019,New Brunswick,"Coating, engraving, cold and heat treating and allied activities",13,
2019,New Brunswick,Other fabricated metal product manufacturing,13,0.06
2019,New Brunswick,Machinery manufacturing,13,0.38
2019,New Brunswick,"Agricultural, construction and mining machinery manufacturing",13,
2019,New Brunswick,Industrial machinery manufacturing,13,0.04
2019,New Brunswick,Commercial and service industry machinery manufacturing,13,0.05
2019,New Brunswick,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",13,0.13
2019,New Brunswick,Metalworking machinery manufacturing,13,
2019,New Brunswick,"Engine, turbine and power transmission equipment manufacturing",13,
2019,New Brunswick,Other general-purpose machinery manufacturing,13,0.09
2019,New Brunswick,Computer and electronic product manufacturing,13,
2019,New Brunswick,Computer and peripheral equipment manufacturing,13,
2019,New Brunswick,Communications equipment manufacturing,13,
2019,New Brunswick,Audio and video equipment manufacturing,13,
2019,New Brunswick,Semiconductor and other electronic component manufacturing,13,
2019,New Brunswick,"Navigational, measuring, medical and control instruments manufacturing",13,0.07
2019,New Brunswick,Manufacturing and reproducing magnetic and optical media,13,
2019,New Brunswick,"Electrical equipment, appliance and component manufacturing",13,
2019,New Brunswick,Electric lighting equipment manufacturing,13,
2019,New Brunswick,Household appliance manufacturing,13,
2019,New Brunswick,Electrical equipment manufacturing,13,
2019,New Brunswick,Other electrical equipment and component manufacturing,13,
2019,New Brunswick,Transportation equipment manufacturing,13,0.2
2019,New Brunswick,Motor vehicle manufacturing,13,
2019,New Brunswick,Motor vehicle body and trailer manufacturing,13,0.09
2019,New Brunswick,Motor vehicle parts manufacturing,13,
2019,New Brunswick,Aerospace product and parts manufacturing,13,
2019,New Brunswick,Railroad rolling stock manufacturing,13,
2019,New Brunswick,Ship and boat building,13,
2019,New Brunswick,Other transportation equipment manufacturing,13,
2019,New Brunswick,Furniture and related product manufacturing,13,0.23
2019,New Brunswick,Household and institutional furniture and kitchen cabinet manufacturing,13,0.22
2019,New Brunswick,Office furniture (including fixtures) manufacturing,13,
2019,New Brunswick,Other furniture-related product manufacturing,13,
2019,New Brunswick,Miscellaneous manufacturing,13,0.31
2019,New Brunswick,Medical equipment and supplies manufacturing,13,0.04
2019,New Brunswick,Other miscellaneous manufacturing,13,0.28
2019,Quebec,Total manufacturing,24,11.73
2019,Quebec,Non-durable goods,24,4.76
2019,Quebec,Food manufacturing,24,1.65
2019,Quebec,Animal food manufacturing,24,0.07
2019,Quebec,Grain and oilseed milling,24,0.04
2019,Quebec,Sugar and confectionery product manufacturing,24,0.1
2019,Quebec,Fruit and vegetable preserving and specialty food manufacturing,24,0.13
2019,Quebec,Dairy product manufacturing,24,0.27
2019,Quebec,Meat product manufacturing,24,0.49
2019,Quebec,Seafood product preparation and packaging,24,0.04
2019,Quebec,Bakeries and tortilla manufacturing,24,0.31
2019,Quebec,Other food manufacturing,24,0.21
2019,Quebec,Beverage and tobacco product manufacturing,24,0.25
2019,Quebec,Beverage manufacturing,24,
2019,Quebec,Tobacco manufacturing,24,
2019,Quebec,Cannabis product manufacturing,24,
2019,Quebec,Textile mills,24,0.08
2019,Quebec,"Fibre, yarn and thread mills",24,0.01
2019,Quebec,Fabric mills,24,0.06
2019,Quebec,Textile and fabric finishing and fabric coating,24,0.01
2019,Quebec,Textile product mills,24,0.08
2019,Quebec,Textile furnishings mills,24,0.03
2019,Quebec,Other textile product mills,24,0.05
2019,Quebec,Apparel manufacturing,24,0.27
2019,Quebec,Apparel knitting mills,24,0.02
2019,Quebec,Cut and sew clothing manufacturing,24,0.22
2019,Quebec,Clothing accessories and other clothing manufacturing,24,0.02
2019,Quebec,Leather and allied product manufacturing,24,0.03
2019,Quebec,Leather and hide tanning and finishing,24,0.0
2019,Quebec,Footwear manufacturing,24,0.03
2019,Quebec,Other leather and allied product manufacturing,24,0.01
2019,Quebec,Paper manufacturing,24,0.53
2019,Quebec,"Pulp, paper and paperboard mills",24,0.24
2019,Quebec,Converted paper product manufacturing,24,0.29
2019,Quebec,Printing and related support activities,24,0.33
2019,Quebec,Petroleum and coal product manufacturing,24,0.11
2019,Quebec,Chemical manufacturing,24,0.66
2019,Quebec,Basic chemical manufacturing,24,0.08
2019,Quebec,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",24,0.02
2019,Quebec,"Pesticide, fertilizer and other agricultural chemical manufacturing",24,0.05
2019,Quebec,Pharmaceutical and medicine manufacturing,24,0.24
2019,Quebec,"Paint, coating and adhesive manufacturing",24,0.07
2019,Quebec,"Soap, cleaning compound and toilet preparation manufacturing",24,0.12
2019,Quebec,Other chemical product manufacturing,24,0.09
2019,Quebec,Plastics and rubber products manufacturing,24,0.77
2019,Quebec,Plastic product manufacturing,24,0.61
2019,Quebec,Rubber product manufacturing,24,0.16
2019,Quebec,Durable goods,24,6.97
2019,Quebec,Wood product manufacturing,24,0.81
2019,Quebec,Sawmills and wood preservation,24,0.29
2019,Quebec,"Veneer, plywood and engineered wood product manufacturing",24,0.14
2019,Quebec,Other wood product manufacturing,24,0.38
2019,Quebec,Non-metallic mineral product manufacturing,24,0.38
2019,Quebec,Clay product and refractory manufacturing,24,0.01
2019,Quebec,Glass and glass product manufacturing,24,0.07
2019,Quebec,Cement and concrete product manufacturing,24,0.21
2019,Quebec,Lime and gypsum product manufacturing,24,0.02
2019,Quebec,Other non-metallic mineral product manufacturing,24,0.07
2019,Quebec,Primary metal manufacturing,24,0.43
2019,Quebec,Iron and steel mills and ferro-alloy manufacturing,24,0.04
2019,Quebec,Steel product manufacturing from purchased steel,24,0.03
2019,Quebec,Alumina and aluminum production and processing,24,0.15
2019,Quebec,Non-ferrous metal (except aluminum) production and processing,24,0.1
2019,Quebec,Foundries,24,0.1
2019,Quebec,Fabricated metal product manufacturing,24,1.23
2019,Quebec,Forging and stamping,24,0.06
2019,Quebec,Cutlery and hand tool manufacturing,24,0.02
2019,Quebec,Architectural and structural metals manufacturing,24,0.5
2019,Quebec,"Boiler, tank and shipping container manufacturing",24,0.06
2019,Quebec,Hardware manufacturing,24,0.03
2019,Quebec,Spring and wire product manufacturing,24,0.03
2019,Quebec,"Machine shops, turned product, and screw, nut and bolt manufacturing",24,0.26
2019,Quebec,"Coating, engraving, cold and heat treating and allied activities",24,0.08
2019,Quebec,Other fabricated metal product manufacturing,24,0.19
2019,Quebec,Machinery manufacturing,24,0.95
2019,Quebec,"Agricultural, construction and mining machinery manufacturing",24,0.13
2019,Quebec,Industrial machinery manufacturing,24,0.17
2019,Quebec,Commercial and service industry machinery manufacturing,24,0.2
2019,Quebec,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",24,0.16
2019,Quebec,Metalworking machinery manufacturing,24,0.05
2019,Quebec,"Engine, turbine and power transmission equipment manufacturing",24,0.05
2019,Quebec,Other general-purpose machinery manufacturing,24,0.19
2019,Quebec,Computer and electronic product manufacturing,24,0.41
2019,Quebec,Computer and peripheral equipment manufacturing,24,0.01
2019,Quebec,Communications equipment manufacturing,24,0.07
2019,Quebec,Audio and video equipment manufacturing,24,0.01
2019,Quebec,Semiconductor and other electronic component manufacturing,24,0.14
2019,Quebec,"Navigational, measuring, medical and control instruments manufacturing",24,0.18
2019,Quebec,Manufacturing and reproducing magnetic and optical media,24,0.0
2019,Quebec,"Electrical equipment, appliance and component manufacturing",24,0.31
2019,Quebec,Electric lighting equipment manufacturing,24,0.08
2019,Quebec,Household appliance manufacturing,24,0.02
2019,Quebec,Electrical equipment manufacturing,24,0.11
2019,Quebec,Other electrical equipment and component manufacturing,24,0.1
2019,Quebec,Transportation equipment manufacturing,24,1.39
2019,Quebec,Motor vehicle manufacturing,24,
2019,Quebec,Motor vehicle body and trailer manufacturing,24,0.14
2019,Quebec,Motor vehicle parts manufacturing,24,0.14
2019,Quebec,Aerospace product and parts manufacturing,24,0.75
2019,Quebec,Railroad rolling stock manufacturing,24,
2019,Quebec,Ship and boat building,24,
2019,Quebec,Other transportation equipment manufacturing,24,0.17
2019,Quebec,Furniture and related product manufacturing,24,0.62
2019,Quebec,Household and institutional furniture and kitchen cabinet manufacturing,24,0.43
2019,Quebec,Office furniture (including fixtures) manufacturing,24,0.15
2019,Quebec,Other furniture-related product manufacturing,24,0.04
2019,Quebec,Miscellaneous manufacturing,24,0.45
2019,Quebec,Medical equipment and supplies manufacturing,24,0.14
2019,Quebec,Other miscellaneous manufacturing,24,0.31
2019,Ontario,Total manufacturing,35,10.47
2019,Ontario,Non-durable goods,35,3.92
2019,Ontario,Food manufacturing,35,1.31
2019,Ontario,Animal food manufacturing,35,0.06
2019,Ontario,Grain and oilseed milling,35,0.04
2019,Ontario,Sugar and confectionery product manufacturing,35,0.06
2019,Ontario,Fruit and vegetable preserving and specialty food manufacturing,35,0.09
2019,Ontario,Dairy product manufacturing,35,0.15
2019,Ontario,Meat product manufacturing,35,0.32
2019,Ontario,Seafood product preparation and packaging,35,0.01
2019,Ontario,Bakeries and tortilla manufacturing,35,0.36
2019,Ontario,Other food manufacturing,35,0.21
2019,Ontario,Beverage and tobacco product manufacturing,35,0.31
2019,Ontario,Beverage manufacturing,35,
2019,Ontario,Tobacco manufacturing,35,
2019,Ontario,Cannabis product manufacturing,35,
2019,Ontario,Textile mills,35,0.04
2019,Ontario,"Fibre, yarn and thread mills",35,0.0
2019,Ontario,Fabric mills,35,0.02
2019,Ontario,Textile and fabric finishing and fabric coating,35,0.02
2019,Ontario,Textile product mills,35,0.06
2019,Ontario,Textile furnishings mills,35,0.02
2019,Ontario,Other textile product mills,35,0.04
2019,Ontario,Apparel manufacturing,35,0.08
2019,Ontario,Apparel knitting mills,35,
2019,Ontario,Cut and sew clothing manufacturing,35,0.06
2019,Ontario,Clothing accessories and other clothing manufacturing,35,
2019,Ontario,Leather and allied product manufacturing,35,0.01
2019,Ontario,Leather and hide tanning and finishing,35,0.0
2019,Ontario,Footwear manufacturing,35,0.0
2019,Ontario,Other leather and allied product manufacturing,35,0.01
2019,Ontario,Paper manufacturing,35,0.25
2019,Ontario,"Pulp, paper and paperboard mills",35,0.06
2019,Ontario,Converted paper product manufacturing,35,0.2
2019,Ontario,Printing and related support activities,35,0.35
2019,Ontario,Petroleum and coal product manufacturing,35,0.1
2019,Ontario,Chemical manufacturing,35,0.67
2019,Ontario,Basic chemical manufacturing,35,0.09
2019,Ontario,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",35,0.04
2019,Ontario,"Pesticide, fertilizer and other agricultural chemical manufacturing",35,0.02
2019,Ontario,Pharmaceutical and medicine manufacturing,35,0.24
2019,Ontario,"Paint, coating and adhesive manufacturing",35,0.06
2019,Ontario,"Soap, cleaning compound and toilet preparation manufacturing",35,0.15
2019,Ontario,Other chemical product manufacturing,35,0.08
2019,Ontario,Plastics and rubber products manufacturing,35,0.74
2019,Ontario,Plastic product manufacturing,35,0.65
2019,Ontario,Rubber product manufacturing,35,0.08
2019,Ontario,Durable goods,35,6.54
2019,Ontario,Wood product manufacturing,35,0.26
2019,Ontario,Sawmills and wood preservation,35,0.05
2019,Ontario,"Veneer, plywood and engineered wood product manufacturing",35,0.05
2019,Ontario,Other wood product manufacturing,35,0.15
2019,Ontario,Non-metallic mineral product manufacturing,35,0.33
2019,Ontario,Clay product and refractory manufacturing,35,0.02
2019,Ontario,Glass and glass product manufacturing,35,0.04
2019,Ontario,Cement and concrete product manufacturing,35,0.19
2019,Ontario,Lime and gypsum product manufacturing,35,0.01
2019,Ontario,Other non-metallic mineral product manufacturing,35,0.06
2019,Ontario,Primary metal manufacturing,35,0.44
2019,Ontario,Iron and steel mills and ferro-alloy manufacturing,35,0.2
2019,Ontario,Steel product manufacturing from purchased steel,35,0.07
2019,Ontario,Alumina and aluminum production and processing,35,0.04
2019,Ontario,Non-ferrous metal (except aluminum) production and processing,35,0.06
2019,Ontario,Foundries,35,0.06
2019,Ontario,Fabricated metal product manufacturing,35,1.06
2019,Ontario,Forging and stamping,35,0.05
2019,Ontario,Cutlery and hand tool manufacturing,35,0.03
2019,Ontario,Architectural and structural metals manufacturing,35,0.34
2019,Ontario,"Boiler, tank and shipping container manufacturing",35,0.06
2019,Ontario,Hardware manufacturing,35,0.07
2019,Ontario,Spring and wire product manufacturing,35,0.03
2019,Ontario,"Machine shops, turned product, and screw, nut and bolt manufacturing",35,0.23
2019,Ontario,"Coating, engraving, cold and heat treating and allied activities",35,0.09
2019,Ontario,Other fabricated metal product manufacturing,35,0.16
2019,Ontario,Machinery manufacturing,35,0.97
2019,Ontario,"Agricultural, construction and mining machinery manufacturing",35,0.14
2019,Ontario,Industrial machinery manufacturing,35,0.12
2019,Ontario,Commercial and service industry machinery manufacturing,35,0.11
2019,Ontario,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",35,0.09
2019,Ontario,Metalworking machinery manufacturing,35,0.24
2019,Ontario,"Engine, turbine and power transmission equipment manufacturing",35,0.02
2019,Ontario,Other general-purpose machinery manufacturing,35,0.25
2019,Ontario,Computer and electronic product manufacturing,35,0.45
2019,Ontario,Computer and peripheral equipment manufacturing,35,0.06
2019,Ontario,Communications equipment manufacturing,35,0.1
2019,Ontario,Audio and video equipment manufacturing,35,0.01
2019,Ontario,Semiconductor and other electronic component manufacturing,35,0.12
2019,Ontario,"Navigational, measuring, medical and control instruments manufacturing",35,0.15
2019,Ontario,Manufacturing and reproducing magnetic and optical media,35,0.01
2019,Ontario,"Electrical equipment, appliance and component manufacturing",35,0.26
2019,Ontario,Electric lighting equipment manufacturing,35,0.03
2019,Ontario,Household appliance manufacturing,35,0.02
2019,Ontario,Electrical equipment manufacturing,35,0.11
2019,Ontario,Other electrical equipment and component manufacturing,35,0.1
2019,Ontario,Transportation equipment manufacturing,35,1.97
2019,Ontario,Motor vehicle manufacturing,35,0.57
2019,Ontario,Motor vehicle body and trailer manufacturing,35,0.07
2019,Ontario,Motor vehicle parts manufacturing,35,1.0
2019,Ontario,Aerospace product and parts manufacturing,35,0.21
2019,Ontario,Railroad rolling stock manufacturing,35,0.05
2019,Ontario,Ship and boat building,35,0.01
2019,Ontario,Other transportation equipment manufacturing,35,0.05
2019,Ontario,Furniture and related product manufacturing,35,0.43
2019,Ontario,Household and institutional furniture and kitchen cabinet manufacturing,35,0.2
2019,Ontario,Office furniture (including fixtures) manufacturing,35,0.2
2019,Ontario,Other furniture-related product manufacturing,35,0.03
2019,Ontario,Miscellaneous manufacturing,35,0.39
2019,Ontario,Medical equipment and supplies manufacturing,35,0.15
2019,Ontario,Other miscellaneous manufacturing,35,0.24
2019,Manitoba,Total manufacturing,46,9.33
2019,Manitoba,Non-durable goods,46,3.99
2019,Manitoba,Food manufacturing,46,1.74
2019,Manitoba,Animal food manufacturing,46,0.07
2019,Manitoba,Grain and oilseed milling,46,0.1
2019,Manitoba,Sugar and confectionery product manufacturing,46,
2019,Manitoba,Fruit and vegetable preserving and specialty food manufacturing,46,0.11
2019,Manitoba,Dairy product manufacturing,46,0.1
2019,Manitoba,Meat product manufacturing,46,0.85
2019,Manitoba,Seafood product preparation and packaging,46,
2019,Manitoba,Bakeries and tortilla manufacturing,46,0.23
2019,Manitoba,Other food manufacturing,46,0.19
2019,Manitoba,Beverage and tobacco product manufacturing,46,0.18
2019,Manitoba,Beverage manufacturing,46,
2019,Manitoba,Tobacco manufacturing,46,
2019,Manitoba,Cannabis product manufacturing,46,
2019,Manitoba,Textile mills,46,0.02
2019,Manitoba,"Fibre, yarn and thread mills",46,
2019,Manitoba,Fabric mills,46,
2019,Manitoba,Textile and fabric finishing and fabric coating,46,
2019,Manitoba,Textile product mills,46,0.04
2019,Manitoba,Textile furnishings mills,46,
2019,Manitoba,Other textile product mills,46,
2019,Manitoba,Apparel manufacturing,46,0.26
2019,Manitoba,Apparel knitting mills,46,
2019,Manitoba,Cut and sew clothing manufacturing,46,0.25
2019,Manitoba,Clothing accessories and other clothing manufacturing,46,
2019,Manitoba,Leather and allied product manufacturing,46,0.01
2019,Manitoba,Leather and hide tanning and finishing,46,
2019,Manitoba,Footwear manufacturing,46,
2019,Manitoba,Other leather and allied product manufacturing,46,
2019,Manitoba,Paper manufacturing,46,0.21
2019,Manitoba,"Pulp, paper and paperboard mills",46,
2019,Manitoba,Converted paper product manufacturing,46,
2019,Manitoba,Printing and related support activities,46,0.48
2019,Manitoba,Petroleum and coal product manufacturing,46,0.02
2019,Manitoba,Chemical manufacturing,46,0.49
2019,Manitoba,Basic chemical manufacturing,46,0.06
2019,Manitoba,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",46,0.01
2019,Manitoba,"Pesticide, fertilizer and other agricultural chemical manufacturing",46,0.09
2019,Manitoba,Pharmaceutical and medicine manufacturing,46,0.24
2019,Manitoba,"Paint, coating and adhesive manufacturing",46,0.06
2019,Manitoba,"Soap, cleaning compound and toilet preparation manufacturing",46,0.01
2019,Manitoba,Other chemical product manufacturing,46,0.02
2019,Manitoba,Plastics and rubber products manufacturing,46,0.54
2019,Manitoba,Plastic product manufacturing,46,0.48
2019,Manitoba,Rubber product manufacturing,46,0.05
2019,Manitoba,Durable goods,46,5.34
2019,Manitoba,Wood product manufacturing,46,0.32
2019,Manitoba,Sawmills and wood preservation,46,0.06
2019,Manitoba,"Veneer, plywood and engineered wood product manufacturing",46,0.06
2019,Manitoba,Other wood product manufacturing,46,0.2
2019,Manitoba,Non-metallic mineral product manufacturing,46,0.25
2019,Manitoba,Clay product and refractory manufacturing,46,
2019,Manitoba,Glass and glass product manufacturing,46,
2019,Manitoba,Cement and concrete product manufacturing,46,0.17
2019,Manitoba,Lime and gypsum product manufacturing,46,0.02
2019,Manitoba,Other non-metallic mineral product manufacturing,46,0.05
2019,Manitoba,Primary metal manufacturing,46,0.52
2019,Manitoba,Iron and steel mills and ferro-alloy manufacturing,46,
2019,Manitoba,Steel product manufacturing from purchased steel,46,
2019,Manitoba,Alumina and aluminum production and processing,46,
2019,Manitoba,Non-ferrous metal (except aluminum) production and processing,46,
2019,Manitoba,Foundries,46,0.13
2019,Manitoba,Fabricated metal product manufacturing,46,0.73
2019,Manitoba,Forging and stamping,46,
2019,Manitoba,Cutlery and hand tool manufacturing,46,
2019,Manitoba,Architectural and structural metals manufacturing,46,0.28
2019,Manitoba,"Boiler, tank and shipping container manufacturing",46,0.11
2019,Manitoba,Hardware manufacturing,46,
2019,Manitoba,Spring and wire product manufacturing,46,
2019,Manitoba,"Machine shops, turned product, and screw, nut and bolt manufacturing",46,0.16
2019,Manitoba,"Coating, engraving, cold and heat treating and allied activities",46,0.07
2019,Manitoba,Other fabricated metal product manufacturing,46,0.08
2019,Manitoba,Machinery manufacturing,46,0.88
2019,Manitoba,"Agricultural, construction and mining machinery manufacturing",46,0.58
2019,Manitoba,Industrial machinery manufacturing,46,0.05
2019,Manitoba,Commercial and service industry machinery manufacturing,46,0.03
2019,Manitoba,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",46,0.07
2019,Manitoba,Metalworking machinery manufacturing,46,
2019,Manitoba,"Engine, turbine and power transmission equipment manufacturing",46,
2019,Manitoba,Other general-purpose machinery manufacturing,46,0.12
2019,Manitoba,Computer and electronic product manufacturing,46,0.07
2019,Manitoba,Computer and peripheral equipment manufacturing,46,
2019,Manitoba,Communications equipment manufacturing,46,
2019,Manitoba,Audio and video equipment manufacturing,46,
2019,Manitoba,Semiconductor and other electronic component manufacturing,46,0.04
2019,Manitoba,"Navigational, measuring, medical and control instruments manufacturing",46,0.02
2019,Manitoba,Manufacturing and reproducing magnetic and optical media,46,
2019,Manitoba,"Electrical equipment, appliance and component manufacturing",46,0.13
2019,Manitoba,Electric lighting equipment manufacturing,46,
2019,Manitoba,Household appliance manufacturing,46,
2019,Manitoba,Electrical equipment manufacturing,46,0.12
2019,Manitoba,Other electrical equipment and component manufacturing,46,
2019,Manitoba,Transportation equipment manufacturing,46,1.42
2019,Manitoba,Motor vehicle manufacturing,46,
2019,Manitoba,Motor vehicle body and trailer manufacturing,46,0.28
2019,Manitoba,Motor vehicle parts manufacturing,46,0.11
2019,Manitoba,Aerospace product and parts manufacturing,46,0.65
2019,Manitoba,Railroad rolling stock manufacturing,46,
2019,Manitoba,Ship and boat building,46,
2019,Manitoba,Other transportation equipment manufacturing,46,
2019,Manitoba,Furniture and related product manufacturing,46,0.74
2019,Manitoba,Household and institutional furniture and kitchen cabinet manufacturing,46,0.68
2019,Manitoba,Office furniture (including fixtures) manufacturing,46,0.05
2019,Manitoba,Other furniture-related product manufacturing,46,0.01
2019,Manitoba,Miscellaneous manufacturing,46,0.28
2019,Manitoba,Medical equipment and supplies manufacturing,46,0.09
2019,Manitoba,Other miscellaneous manufacturing,46,0.19
2019,Saskatchewan,Total manufacturing,47,5.22
2019,Saskatchewan,Non-durable goods,47,2.1
2019,Saskatchewan,Food manufacturing,47,1.0
2019,Saskatchewan,Animal food manufacturing,47,0.11
2019,Saskatchewan,Grain and oilseed milling,47,0.25
2019,Saskatchewan,Sugar and confectionery product manufacturing,47,
2019,Saskatchewan,Fruit and vegetable preserving and specialty food manufacturing,47,
2019,Saskatchewan,Dairy product manufacturing,47,
2019,Saskatchewan,Meat product manufacturing,47,0.42
2019,Saskatchewan,Seafood product preparation and packaging,47,
2019,Saskatchewan,Bakeries and tortilla manufacturing,47,0.08
2019,Saskatchewan,Other food manufacturing,47,0.07
2019,Saskatchewan,Beverage and tobacco product manufacturing,47,0.22
2019,Saskatchewan,Beverage manufacturing,47,
2019,Saskatchewan,Tobacco manufacturing,47,
2019,Saskatchewan,Cannabis product manufacturing,47,
2019,Saskatchewan,Textile mills,47,
2019,Saskatchewan,"Fibre, yarn and thread mills",47,
2019,Saskatchewan,Fabric mills,47,
2019,Saskatchewan,Textile and fabric finishing and fabric coating,47,0.01
2019,Saskatchewan,Textile product mills,47,0.06
2019,Saskatchewan,Textile furnishings mills,47,
2019,Saskatchewan,Other textile product mills,47,
2019,Saskatchewan,Apparel manufacturing,47,
2019,Saskatchewan,Apparel knitting mills,47,
2019,Saskatchewan,Cut and sew clothing manufacturing,47,
2019,Saskatchewan,Clothing accessories and other clothing manufacturing,47,
2019,Saskatchewan,Leather and allied product manufacturing,47,
2019,Saskatchewan,Leather and hide tanning and finishing,47,
2019,Saskatchewan,Footwear manufacturing,47,
2019,Saskatchewan,Other leather and allied product manufacturing,47,
2019,Saskatchewan,Paper manufacturing,47,
2019,Saskatchewan,"Pulp, paper and paperboard mills",47,
2019,Saskatchewan,Converted paper product manufacturing,47,
2019,Saskatchewan,Printing and related support activities,47,0.1
2019,Saskatchewan,Petroleum and coal product manufacturing,47,0.18
2019,Saskatchewan,Chemical manufacturing,47,0.33
2019,Saskatchewan,Basic chemical manufacturing,47,0.07
2019,Saskatchewan,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",47,
2019,Saskatchewan,"Pesticide, fertilizer and other agricultural chemical manufacturing",47,0.14
2019,Saskatchewan,Pharmaceutical and medicine manufacturing,47,
2019,Saskatchewan,"Paint, coating and adhesive manufacturing",47,
2019,Saskatchewan,"Soap, cleaning compound and toilet preparation manufacturing",47,0.01
2019,Saskatchewan,Other chemical product manufacturing,47,
2019,Saskatchewan,Plastics and rubber products manufacturing,47,0.13
2019,Saskatchewan,Plastic product manufacturing,47,0.09
2019,Saskatchewan,Rubber product manufacturing,47,0.04
2019,Saskatchewan,Durable goods,47,3.12
2019,Saskatchewan,Wood product manufacturing,47,0.3
2019,Saskatchewan,Sawmills and wood preservation,47,0.09
2019,Saskatchewan,"Veneer, plywood and engineered wood product manufacturing",47,0.17
2019,Saskatchewan,Other wood product manufacturing,47,0.04
2019,Saskatchewan,Non-metallic mineral product manufacturing,47,0.21
2019,Saskatchewan,Clay product and refractory manufacturing,47,
2019,Saskatchewan,Glass and glass product manufacturing,47,
2019,Saskatchewan,Cement and concrete product manufacturing,47,0.17
2019,Saskatchewan,Lime and gypsum product manufacturing,47,
2019,Saskatchewan,Other non-metallic mineral product manufacturing,47,0.03
2019,Saskatchewan,Primary metal manufacturing,47,
2019,Saskatchewan,Iron and steel mills and ferro-alloy manufacturing,47,
2019,Saskatchewan,Steel product manufacturing from purchased steel,47,
2019,Saskatchewan,Alumina and aluminum production and processing,47,
2019,Saskatchewan,Non-ferrous metal (except aluminum) production and processing,47,
2019,Saskatchewan,Foundries,47,
2019,Saskatchewan,Fabricated metal product manufacturing,47,0.66
2019,Saskatchewan,Forging and stamping,47,
2019,Saskatchewan,Cutlery and hand tool manufacturing,47,
2019,Saskatchewan,Architectural and structural metals manufacturing,47,0.26
2019,Saskatchewan,"Boiler, tank and shipping container manufacturing",47,0.12
2019,Saskatchewan,Hardware manufacturing,47,
2019,Saskatchewan,Spring and wire product manufacturing,47,
2019,Saskatchewan,"Machine shops, turned product, and screw, nut and bolt manufacturing",47,0.16
2019,Saskatchewan,"Coating, engraving, cold and heat treating and allied activities",47,0.06
2019,Saskatchewan,Other fabricated metal product manufacturing,47,0.05
2019,Saskatchewan,Machinery manufacturing,47,0.97
2019,Saskatchewan,"Agricultural, construction and mining machinery manufacturing",47,0.83
2019,Saskatchewan,Industrial machinery manufacturing,47,
2019,Saskatchewan,Commercial and service industry machinery manufacturing,47,
2019,Saskatchewan,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",47,0.02
2019,Saskatchewan,Metalworking machinery manufacturing,47,0.03
2019,Saskatchewan,"Engine, turbine and power transmission equipment manufacturing",47,
2019,Saskatchewan,Other general-purpose machinery manufacturing,47,0.08
2019,Saskatchewan,Computer and electronic product manufacturing,47,
2019,Saskatchewan,Computer and peripheral equipment manufacturing,47,
2019,Saskatchewan,Communications equipment manufacturing,47,
2019,Saskatchewan,Audio and video equipment manufacturing,47,
2019,Saskatchewan,Semiconductor and other electronic component manufacturing,47,
