Year,Géographie,Value
2021,,97.7
2021,Terre-Neuve-et-Labrador,96.1
2021,Île-du-Prince-Édouard,99.9
2021,Nouvelle-Écosse,97.7
2021,Nouveau-Brunswick,97.1
2021,Québec,98.0
2021,Ontario,98.8
2021,Manitoba,97.2
2021,Saskatchewan,98.2
2021,Alberta,98.0
2021,Colombie-Britannique,95.0
2021,Yukon,88.2
2021,Territoires du Nord-Ouest,91.8
2021,Nunavut,82.2
