Year,Value
2010,5590.02175831235
2011,5750.50799346734
2012,5561.72645571366
2013,5553.98564588969
2014,5781.28790264664
2015,5685.23098758487
2016,5483.46276705966
2017,5481.96915936143
2018,5854.22654351847
2019,6031.86821743212
