Value,Disaggregation combinations using this value,Number of indicators
data.Alberta,80,1
data.Atlantic provinces,80,1
data.British Columbia,80,1
data.Canada,79,1
data.Manitoba,80,1
data.New Brunswick,80,1
data.Newfoundland and Labrador,80,1
data.Northwest Territories,4,1
data.Nova Scotia,80,1
data.Nunavut,4,1
data.Ontario,80,1
data.Prairie provinces,80,1
data.Prince Edward Island,80,1
data.Quebec,80,1
data.Saskatchewan,80,1
data.Yukon,4,1
