Year,Géographie,Genre de travail,Occupation,Sexe,Groupe d'âge,GeoCode,Value
2020,Ontario,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,55 ans et plus,35,20.02
2020,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Les deux sexes,15 ans et plus,35,32.69
2020,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Les deux sexes,15 à 24 ans,35,19.98
2020,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Les deux sexes,25 à 54 ans,35,33.87
2020,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Les deux sexes,55 ans et plus,35,34.13
2020,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Hommes,15 ans et plus,35,34.35
2020,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Hommes,15 à 24 ans,35,20.08
2020,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Hommes,25 à 54 ans,35,35.62
2020,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Hommes,55 ans et plus,35,36.85
2020,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Femmes,15 ans et plus,35,30.71
2020,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Femmes,15 à 24 ans,35,19.82
2020,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Femmes,25 à 54 ans,35,31.87
2020,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Femmes,55 ans et plus,35,30.77
2020,Ontario,Employés à temps plein,Gestion,Les deux sexes,15 ans et plus,35,52.39
2020,Ontario,Employés à temps plein,Gestion,Les deux sexes,15 à 24 ans,35,27.43
2020,Ontario,Employés à temps plein,Gestion,Les deux sexes,25 à 54 ans,35,51.61
2020,Ontario,Employés à temps plein,Gestion,Les deux sexes,55 ans et plus,35,56.96
2020,Ontario,Employés à temps plein,Gestion,Hommes,15 ans et plus,35,55.02
2020,Ontario,Employés à temps plein,Gestion,Hommes,15 à 24 ans,35,30.59
2020,Ontario,Employés à temps plein,Gestion,Hommes,25 à 54 ans,35,54.06
2020,Ontario,Employés à temps plein,Gestion,Hommes,55 ans et plus,35,59.59
2020,Ontario,Employés à temps plein,Gestion,Femmes,15 ans et plus,35,48.51
2020,Ontario,Employés à temps plein,Gestion,Femmes,15 à 24 ans,35,24.41
2020,Ontario,Employés à temps plein,Gestion,Femmes,25 à 54 ans,35,48.13
2020,Ontario,Employés à temps plein,Gestion,Femmes,55 ans et plus,35,52.43
2020,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,31.54
2020,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,21.39
2020,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,32.56
2020,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,31.67
2020,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 ans et plus,35,35.35
2020,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 à 24 ans,35,20.95
2020,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Hommes,25 à 54 ans,35,37.26
2020,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Hommes,55 ans et plus,35,35.24
2020,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 ans et plus,35,29.68
2020,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 à 24 ans,35,21.7
2020,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Femmes,25 à 54 ans,35,30.24
2020,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Femmes,55 ans et plus,35,30.26
2020,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,40.34
2020,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,26.54
2020,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,40.43
2020,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,45.42
2020,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 ans et plus,35,41.33
2020,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 à 24 ans,35,26.15
2020,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,25 à 54 ans,35,41.44
2020,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,55 ans et plus,35,46.44
2020,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 ans et plus,35,37.5
2020,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 à 24 ans,35,27.6
2020,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,25 à 54 ans,35,37.69
2020,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,55 ans et plus,35,41.43
2020,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,33.09
2020,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,24.88
2020,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,33.65
2020,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,33.49
2020,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Hommes,15 ans et plus,35,37.02
2020,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Hommes,15 à 24 ans,35,
2020,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Hommes,25 à 54 ans,35,36.85
2020,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Hommes,55 ans et plus,35,39.44
2020,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Femmes,15 ans et plus,35,32.2
2020,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Femmes,15 à 24 ans,35,
2020,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Femmes,25 à 54 ans,35,32.84
2020,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Femmes,55 ans et plus,35,32.39
2020,Ontario,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,38.74
2020,Ontario,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,20.94
2020,Ontario,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,39.02
2020,Ontario,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,42.8
2020,Ontario,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,15 ans et plus,35,44.02
2020,Ontario,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,15 à 24 ans,35,22.68
2020,Ontario,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,25 à 54 ans,35,43.58
2020,Ontario,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,55 ans et plus,35,50.42
2020,Ontario,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,15 ans et plus,35,36.09
2020,Ontario,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,15 à 24 ans,35,20.2
2020,Ontario,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,25 à 54 ans,35,36.87
2020,Ontario,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,55 ans et plus,35,37.31
2020,Ontario,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,30.5
2020,Ontario,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,16.76
2020,Ontario,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,31.16
2020,Ontario,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,35.86
2020,Ontario,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,15 ans et plus,35,32.1
2020,Ontario,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,15 à 24 ans,35,19.98
2020,Ontario,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,25 à 54 ans,35,30.78
2020,Ontario,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,55 ans et plus,35,42.17
2020,Ontario,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,15 ans et plus,35,29.1
2020,Ontario,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,15 à 24 ans,35,15.29
2020,Ontario,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,25 à 54 ans,35,31.51
2020,Ontario,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,55 ans et plus,35,29.72
2020,Ontario,Employés à temps plein,"Vente et services, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,23.34
2020,Ontario,Employés à temps plein,"Vente et services, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,16.45
2020,Ontario,Employés à temps plein,"Vente et services, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,24.53
2020,Ontario,Employés à temps plein,"Vente et services, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,24.62
2020,Ontario,Employés à temps plein,"Vente et services, sauf les gestionnaires",Hommes,15 ans et plus,35,25.24
2020,Ontario,Employés à temps plein,"Vente et services, sauf les gestionnaires",Hommes,15 à 24 ans,35,16.43
2020,Ontario,Employés à temps plein,"Vente et services, sauf les gestionnaires",Hommes,25 à 54 ans,35,26.67
2020,Ontario,Employés à temps plein,"Vente et services, sauf les gestionnaires",Hommes,55 ans et plus,35,27.45
2020,Ontario,Employés à temps plein,"Vente et services, sauf les gestionnaires",Femmes,15 ans et plus,35,21.47
2020,Ontario,Employés à temps plein,"Vente et services, sauf les gestionnaires",Femmes,15 à 24 ans,35,16.46
2020,Ontario,Employés à temps plein,"Vente et services, sauf les gestionnaires",Femmes,25 à 54 ans,35,22.42
2020,Ontario,Employés à temps plein,"Vente et services, sauf les gestionnaires",Femmes,55 ans et plus,35,22.03
2020,Ontario,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,27.98
2020,Ontario,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,20.57
2020,Ontario,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,29.06
2020,Ontario,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,28.94
2020,Ontario,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,15 ans et plus,35,28.5
2020,Ontario,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,15 à 24 ans,35,20.68
2020,Ontario,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,25 à 54 ans,35,29.67
2020,Ontario,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,55 ans et plus,35,29.54
2020,Ontario,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,15 ans et plus,35,21.36
2020,Ontario,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,15 à 24 ans,35,18.61
2020,Ontario,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,25 à 54 ans,35,21.8
2020,Ontario,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,55 ans et plus,35,21.01
2020,Ontario,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,23.24
2020,Ontario,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,17.89
2020,Ontario,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,25.26
2020,Ontario,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,24.84
2020,Ontario,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,15 ans et plus,35,24.43
2020,Ontario,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,15 à 24 ans,35,18.55
2020,Ontario,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,25 à 54 ans,35,26.33
2020,Ontario,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,55 ans et plus,35,
2020,Ontario,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,15 ans et plus,35,18.51
2020,Ontario,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,15 à 24 ans,35,16.2
2020,Ontario,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,25 à 54 ans,35,20.42
2020,Ontario,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,55 ans et plus,35,
2020,Ontario,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,24.88
2020,Ontario,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,19.01
2020,Ontario,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,25.22
2020,Ontario,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,25.88
2020,Ontario,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,15 ans et plus,35,26.75
2020,Ontario,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,15 à 24 ans,35,19.01
2020,Ontario,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,25 à 54 ans,35,27.15
2020,Ontario,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,55 ans et plus,35,28.72
2020,Ontario,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,15 ans et plus,35,20.05
2020,Ontario,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,15 à 24 ans,35,19.0
2020,Ontario,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,25 à 54 ans,35,20.1
2020,Ontario,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,55 ans et plus,35,20.11
2020,Ontario,Employés à temps partiel,"Total des employés, toutes les professions",Les deux sexes,15 ans et plus,35,21.1
2020,Ontario,Employés à temps partiel,"Total des employés, toutes les professions",Les deux sexes,15 à 24 ans,35,15.53
2020,Ontario,Employés à temps partiel,"Total des employés, toutes les professions",Les deux sexes,25 à 54 ans,35,25.11
2020,Ontario,Employés à temps partiel,"Total des employés, toutes les professions",Les deux sexes,55 ans et plus,35,24.86
2020,Ontario,Employés à temps partiel,"Total des employés, toutes les professions",Hommes,15 ans et plus,35,20.84
2020,Ontario,Employés à temps partiel,"Total des employés, toutes les professions",Hommes,15 à 24 ans,35,15.4
2020,Ontario,Employés à temps partiel,"Total des employés, toutes les professions",Hommes,25 à 54 ans,35,26.24
2020,Ontario,Employés à temps partiel,"Total des employés, toutes les professions",Hommes,55 ans et plus,35,27.0
2020,Ontario,Employés à temps partiel,"Total des employés, toutes les professions",Femmes,15 ans et plus,35,21.23
2020,Ontario,Employés à temps partiel,"Total des employés, toutes les professions",Femmes,15 à 24 ans,35,15.62
2020,Ontario,Employés à temps partiel,"Total des employés, toutes les professions",Femmes,25 à 54 ans,35,24.72
2020,Ontario,Employés à temps partiel,"Total des employés, toutes les professions",Femmes,55 ans et plus,35,23.79
2020,Ontario,Employés à temps partiel,Gestion,Les deux sexes,15 ans et plus,35,43.86
2020,Ontario,Employés à temps partiel,Gestion,Les deux sexes,15 à 24 ans,35,
2020,Ontario,Employés à temps partiel,Gestion,Les deux sexes,25 à 54 ans,35,33.02
2020,Ontario,Employés à temps partiel,Gestion,Les deux sexes,55 ans et plus,35,57.67
2020,Ontario,Employés à temps partiel,Gestion,Hommes,15 ans et plus,35,51.9
2020,Ontario,Employés à temps partiel,Gestion,Hommes,15 à 24 ans,35,
2020,Ontario,Employés à temps partiel,Gestion,Hommes,25 à 54 ans,35,33.75
2020,Ontario,Employés à temps partiel,Gestion,Hommes,55 ans et plus,35,66.14
2020,Ontario,Employés à temps partiel,Gestion,Femmes,15 ans et plus,35,40.02
2020,Ontario,Employés à temps partiel,Gestion,Femmes,15 à 24 ans,35,
2020,Ontario,Employés à temps partiel,Gestion,Femmes,25 à 54 ans,35,32.73
2020,Ontario,Employés à temps partiel,Gestion,Femmes,55 ans et plus,35,52.34
2020,Ontario,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,24.26
2020,Ontario,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,17.29
2020,Ontario,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,25.73
2020,Ontario,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,26.72
2020,Ontario,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 ans et plus,35,23.92
2020,Ontario,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 à 24 ans,35,18.32
2020,Ontario,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,25 à 54 ans,35,26.49
2020,Ontario,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,55 ans et plus,35,29.28
2020,Ontario,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 ans et plus,35,24.32
2020,Ontario,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 à 24 ans,35,16.9
2020,Ontario,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,25 à 54 ans,35,25.63
2020,Ontario,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,55 ans et plus,35,26.4
2020,Ontario,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,32.92
2020,Ontario,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,18.96
2020,Ontario,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,35.71
2020,Ontario,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,44.82
2020,Ontario,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 ans et plus,35,32.54
2020,Ontario,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 à 24 ans,35,
2020,Ontario,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,25 à 54 ans,35,29.24
2020,Ontario,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,55 ans et plus,35,
2020,Ontario,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 ans et plus,35,33.7
2020,Ontario,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 à 24 ans,35,
2020,Ontario,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,25 à 54 ans,35,42.1
2020,Ontario,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,55 ans et plus,35,
2020,Ontario,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,29.75
2020,Ontario,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,19.53
2020,Ontario,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,31.78
2020,Ontario,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,30.78
2020,Ontario,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Hommes,15 ans et plus,35,32.28
2020,Ontario,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Hommes,15 à 24 ans,35,17.92
2020,Ontario,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Hommes,25 à 54 ans,35,38.99
2020,Ontario,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Hommes,55 ans et plus,35,
2020,Ontario,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Femmes,15 ans et plus,35,29.43
2020,Ontario,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Femmes,15 à 24 ans,35,19.87
2020,Ontario,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Femmes,25 à 54 ans,35,30.97
2020,Ontario,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Femmes,55 ans et plus,35,
2020,Ontario,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,32.78
2020,Ontario,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,20.73
2020,Ontario,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,36.18
2020,Ontario,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,35.11
2020,Ontario,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,15 ans et plus,35,39.94
2020,Ontario,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,15 à 24 ans,35,20.96
2020,Ontario,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,25 à 54 ans,35,45.17
2020,Ontario,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,55 ans et plus,35,46.32
2020,Ontario,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,15 ans et plus,35,30.3
2020,Ontario,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,15 à 24 ans,35,20.63
2020,Ontario,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,25 à 54 ans,35,33.53
2020,Ontario,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,55 ans et plus,35,30.39
2020,Ontario,Employés à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,20.8
2020,Ontario,Employés à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,16.73
2020,Ontario,Employés à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,26.12
2020,Ontario,Employés à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,32.76
2020,Ontario,Employés à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,15 ans et plus,35,21.63
2020,Ontario,Employés à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,15 à 24 ans,35,16.54
2020,Ontario,Employés à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,25 à 54 ans,35,30.36
2020,Ontario,Employés à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,55 ans et plus,35,
2020,Ontario,Employés à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,15 ans et plus,35,20.24
2020,Ontario,Employés à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,15 à 24 ans,35,16.84
2020,Ontario,Employés à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,25 à 54 ans,35,23.34
2020,Ontario,Employés à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,55 ans et plus,35,
2020,Ontario,Employés à temps partiel,"Vente et services, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,15.69
2020,Ontario,Employés à temps partiel,"Vente et services, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,14.61
2020,Ontario,Employés à temps partiel,"Vente et services, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,16.94
2020,Ontario,Employés à temps partiel,"Vente et services, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,17.42
2020,Ontario,Employés à temps partiel,"Vente et services, sauf les gestionnaires",Hommes,15 ans et plus,35,15.62
2020,Ontario,Employés à temps partiel,"Vente et services, sauf les gestionnaires",Hommes,15 à 24 ans,35,14.56
2020,Ontario,Employés à temps partiel,"Vente et services, sauf les gestionnaires",Hommes,25 à 54 ans,35,17.0
2020,Ontario,Employés à temps partiel,"Vente et services, sauf les gestionnaires",Hommes,55 ans et plus,35,18.57
