Year,Géographie,Genre de travail,Occupation,Sexe,Groupe d'âge,GeoCode,Value
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Femmes,15 à 24 ans,11,13.85
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Femmes,25 à 54 ans,11,24.12
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Femmes,55 ans et plus,11,23.13
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,Les deux sexes,15 ans et plus,11,34.36
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,Les deux sexes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,Les deux sexes,25 à 54 ans,11,35.49
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,Les deux sexes,55 ans et plus,11,34.21
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,Hommes,15 ans et plus,11,37.8
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,Hommes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,Hommes,25 à 54 ans,11,39.98
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,Hommes,55 ans et plus,11,34.46
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,Femmes,15 ans et plus,11,30.68
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,Femmes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,Femmes,25 à 54 ans,11,31.05
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,Femmes,55 ans et plus,11,33.84
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 ans et plus,11,24.13
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 à 24 ans,11,15.2
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,25 à 54 ans,11,24.64
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,55 ans et plus,11,25.1
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 ans et plus,11,25.7
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 à 24 ans,11,14.62
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,25 à 54 ans,11,26.36
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,55 ans et plus,11,29.8
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 ans et plus,11,23.68
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 à 24 ans,11,15.57
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,25 à 54 ans,11,24.18
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,55 ans et plus,11,23.96
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 ans et plus,11,28.19
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 à 24 ans,11,15.95
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,25 à 54 ans,11,28.96
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,55 ans et plus,11,32.53
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 ans et plus,11,28.37
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,25 à 54 ans,11,29.5
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,55 ans et plus,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 ans et plus,11,27.66
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,25 à 54 ans,11,27.48
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,55 ans et plus,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 ans et plus,11,28.43
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 à 24 ans,11,20.79
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,25 à 54 ans,11,29.61
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,55 ans et plus,11,26.58
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Hommes,15 ans et plus,11,28.33
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Hommes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Hommes,25 à 54 ans,11,31.21
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Hommes,55 ans et plus,11,22.16
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Femmes,15 ans et plus,11,28.45
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Femmes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Femmes,25 à 54 ans,11,29.35
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Femmes,55 ans et plus,11,27.61
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,15 ans et plus,11,29.7
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,15 à 24 ans,11,15.43
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,25 à 54 ans,11,30.89
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,55 ans et plus,11,32.94
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,15 ans et plus,11,34.06
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,25 à 54 ans,11,34.28
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,55 ans et plus,11,38.82
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,15 ans et plus,11,28.03
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,25 à 54 ans,11,29.51
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,55 ans et plus,11,30.48
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,15 ans et plus,11,20.43
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,15 à 24 ans,11,13.33
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,25 à 54 ans,11,24.31
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,55 ans et plus,11,21.9
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,15 ans et plus,11,21.39
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,25 à 54 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,55 ans et plus,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,15 ans et plus,11,19.55
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,25 à 54 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,55 ans et plus,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Les deux sexes,15 ans et plus,11,15.45
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Les deux sexes,15 à 24 ans,11,12.57
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Les deux sexes,25 à 54 ans,11,17.19
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Les deux sexes,55 ans et plus,11,16.67
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Hommes,15 ans et plus,11,16.35
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Hommes,15 à 24 ans,11,12.15
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Hommes,25 à 54 ans,11,18.71
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Hommes,55 ans et plus,11,18.5
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Femmes,15 ans et plus,11,14.77
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Femmes,15 à 24 ans,11,12.88
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Femmes,25 à 54 ans,11,16.02
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Femmes,55 ans et plus,11,15.36
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 ans et plus,11,20.63
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 à 24 ans,11,16.32
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,25 à 54 ans,11,20.88
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,55 ans et plus,11,21.76
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,15 ans et plus,11,20.73
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,25 à 54 ans,11,20.92
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,55 ans et plus,11,22.06
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,15 ans et plus,11,19.06
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,25 à 54 ans,11,20.02
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,55 ans et plus,11,19.2
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,15 ans et plus,11,17.08
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,15 à 24 ans,11,13.21
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,25 à 54 ans,11,18.16
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,55 ans et plus,11,17.53
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,15 ans et plus,11,17.8
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,25 à 54 ans,11,19.39
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,55 ans et plus,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,15 ans et plus,11,14.63
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,25 à 54 ans,11,14.45
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,55 ans et plus,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,15 ans et plus,11,17.76
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,15 à 24 ans,11,14.29
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,25 à 54 ans,11,17.7
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,55 ans et plus,11,19.45
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,15 ans et plus,11,19.24
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,25 à 54 ans,11,19.05
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,55 ans et plus,11,22.43
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,15 ans et plus,11,15.0
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,25 à 54 ans,11,15.36
2017,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,55 ans et plus,11,14.11
2017,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",Les deux sexes,15 ans et plus,11,23.35
2017,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",Les deux sexes,15 à 24 ans,11,14.58
2017,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",Les deux sexes,25 à 54 ans,11,24.51
2017,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",Les deux sexes,55 ans et plus,11,24.44
2017,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",Hommes,15 ans et plus,11,23.33
2017,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",Hommes,15 à 24 ans,11,14.65
2017,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",Hommes,25 à 54 ans,11,24.48
2017,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",Hommes,55 ans et plus,11,24.94
2017,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",Femmes,15 ans et plus,11,23.38
2017,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",Femmes,15 à 24 ans,11,14.49
2017,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",Femmes,25 à 54 ans,11,24.54
2017,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",Femmes,55 ans et plus,11,23.87
2017,Île-du-Prince-Édouard,Employés à temps plein,Gestion,Les deux sexes,15 ans et plus,11,34.65
2017,Île-du-Prince-Édouard,Employés à temps plein,Gestion,Les deux sexes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Employés à temps plein,Gestion,Les deux sexes,25 à 54 ans,11,35.61
2017,Île-du-Prince-Édouard,Employés à temps plein,Gestion,Les deux sexes,55 ans et plus,11,34.45
2017,Île-du-Prince-Édouard,Employés à temps plein,Gestion,Hommes,15 ans et plus,11,38.15
2017,Île-du-Prince-Édouard,Employés à temps plein,Gestion,Hommes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Employés à temps plein,Gestion,Hommes,25 à 54 ans,11,39.98
2017,Île-du-Prince-Édouard,Employés à temps plein,Gestion,Hommes,55 ans et plus,11,34.46
2017,Île-du-Prince-Édouard,Employés à temps plein,Gestion,Femmes,15 ans et plus,11,30.87
2017,Île-du-Prince-Édouard,Employés à temps plein,Gestion,Femmes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Employés à temps plein,Gestion,Femmes,25 à 54 ans,11,31.23
2017,Île-du-Prince-Édouard,Employés à temps plein,Gestion,Femmes,55 ans et plus,11,34.44
2017,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 ans et plus,11,24.34
2017,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 à 24 ans,11,15.47
2017,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,25 à 54 ans,11,24.79
2017,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,55 ans et plus,11,25.54
2017,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 ans et plus,11,26.33
2017,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 à 24 ans,11,14.86
2017,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Hommes,25 à 54 ans,11,26.71
2017,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Hommes,55 ans et plus,11,31.16
2017,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 ans et plus,11,23.77
2017,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 à 24 ans,11,15.82
2017,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Femmes,25 à 54 ans,11,24.26
2017,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Femmes,55 ans et plus,11,24.06
2017,Île-du-Prince-Édouard,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 ans et plus,11,28.37
2017,Île-du-Prince-Édouard,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 à 24 ans,11,16.0
2017,Île-du-Prince-Édouard,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,25 à 54 ans,11,29.09
2017,Île-du-Prince-Édouard,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,55 ans et plus,11,32.79
2017,Île-du-Prince-Édouard,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 ans et plus,11,28.4
2017,Île-du-Prince-Édouard,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,25 à 54 ans,11,29.46
2017,Île-du-Prince-Édouard,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,55 ans et plus,11,
2017,Île-du-Prince-Édouard,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 ans et plus,11,28.28
2017,Île-du-Prince-Édouard,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,25 à 54 ans,11,28.03
2017,Île-du-Prince-Édouard,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,55 ans et plus,11,
2017,Île-du-Prince-Édouard,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 ans et plus,11,28.72
2017,Île-du-Prince-Édouard,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,25 à 54 ans,11,29.59
2017,Île-du-Prince-Édouard,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,55 ans et plus,11,26.72
2017,Île-du-Prince-Édouard,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Hommes,15 ans et plus,11,28.46
2017,Île-du-Prince-Édouard,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Hommes,15 à 24 ans,11,
2017,Île-du-Prince-Édouard,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Hommes,25 à 54 ans,11,31.57
2017,Île-du-Prince-Édouard,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Hommes,55 ans et plus,11,21.38
