Year,Géographie,Niveau de gouvernement,Type de patrimoine,Value
2019,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,4e-05
2019,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00011
2019,Canada,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",5e-05
2019,Canada,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5e-05
2019,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1e-05
2019,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,7e-05
2019,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",4e-05
2019,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1e-05
2019,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,7e-05
2019,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",1e-05
2019,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,3e-05
2019,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,3e-05
2019,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.00011
2019,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,2e-05
2019,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,8e-05
2019,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",1e-05
2019,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1e-05
2019,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00016
2019,Québec,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",1e-05
2019,Québec,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",8e-05
2019,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,6e-05
2019,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001
2019,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",6e-05
2019,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",1e-05
2019,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,3e-05
2019,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00016
2019,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4e-05
2019,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",1e-05
2019,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,2e-05
2019,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00014
2019,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5e-05
2019,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.00011
2019,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00011
2019,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",7e-05
2019,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1e-05
2019,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,7e-05
2019,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.00016
2019,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0001
2019,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.0007
2019,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00041
2019,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5e-05
2019,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.00038
2019,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00022
2019,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4e-05
2019,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.00033
2019,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.00018
2019,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00062
2019,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.00052
2020,Canada,Administration publique générale canadienne consolidée,Préservation de la diversité biologique et protection de la nature,5e-05
2020,Canada,Administration publique générale canadienne consolidée,Services culturels,0.00019
2020,Canada,Administration publique générale canadienne consolidée,"Services de radiodiffusion, de television et d'édition
",0.00011
2020,Canada,Administration publique générale canadienne consolidée,"Loisirs, culture et religion non classés ailleurs",6e-05
2020,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,3e-05
2020,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00012
2020,Canada,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",5e-05
2020,Canada,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5e-05
2020,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1e-05
2020,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,8e-05
2020,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",4e-05
2020,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1e-05
2020,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,6e-05
2020,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",1e-05
2020,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,4e-05
2020,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,7e-05
2020,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.00012
2020,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,2e-05
2020,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,8e-05
2020,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",3e-05
2020,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,2e-05
2020,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00023
2020,Québec,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",1e-05
2020,Québec,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",8e-05
2020,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,5e-05
2020,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,9e-05
2020,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",5e-05
2020,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",2e-05
2020,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,5e-05
2020,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00016
2020,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4e-05
2020,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",1e-05
2020,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,2e-05
2020,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00013
2020,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5e-05
2020,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1e-05
2020,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001
2020,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",7e-05
2020,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1e-05
2020,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,6e-05
2020,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.00019
2020,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0001
2020,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.00076
2020,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00036
2020,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5e-05
2020,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.00035
2020,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00022
2020,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4e-05
2020,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.00033
2020,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.00015
2020,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00064
2020,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.00043
2021,Canada,Administration publique générale canadienne consolidée,Préservation de la diversité biologique et protection de la nature,5e-05
2021,Canada,Administration publique générale canadienne consolidée,Services culturels,0.00019
2021,Canada,Administration publique générale canadienne consolidée,"Services de radiodiffusion, de television et d'édition
",0.00011
2021,Canada,Administration publique générale canadienne consolidée,"Loisirs, culture et religion non classés ailleurs",6e-05
2021,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,3e-05
2021,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00012
2021,Canada,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",5e-05
2021,Canada,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5e-05
2021,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1e-05
2021,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,8e-05
2021,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",4e-05
2021,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1e-05
2021,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,7e-05
2021,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",1e-05
2021,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,4e-05
2021,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,7e-05
2021,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.00012
2021,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,2e-05
2021,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,7e-05
2021,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",3e-05
2021,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,2e-05
2021,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00021
2021,Québec,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",1e-05
2021,Québec,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",7e-05
2021,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,6e-05
2021,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001
2021,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",6e-05
2021,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",2e-05
2021,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,3e-05
2021,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00013
2021,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",3e-05
2021,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",1e-05
2021,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,2e-05
2021,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00013
2021,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5e-05
2021,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1e-05
2021,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001
2021,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",7e-05
2021,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1e-05
2021,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,7e-05
2021,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.00015
2021,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0001
2021,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.00074
2021,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00035
2021,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",9e-05
2021,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.00037
2021,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00029
2021,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4e-05
2021,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.00031
2021,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.00018
2021,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.00063
2021,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.00043
2015,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.0003
2015,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.0003
2015,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,0.00036
2015,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00024
2015,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00016
2015,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00013
2015,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00015
2015,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00084
2015,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00021
2015,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.0011
2015,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00021
2015,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00011
2015,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00023
2015,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00019
2015,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00183
2016,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00026
2016,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00027
2016,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,0.00035
2016,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00023
2016,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00016
2016,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00011
2016,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00014
2016,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00081
2016,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00022
2016,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00114
2016,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00021
2016,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00011
2016,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00023
2016,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00018
2016,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00163
2017,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00026
2017,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00032
2017,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,0.00038
2017,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00024
2017,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00017
2017,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00011
2017,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00014
2017,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00082
2017,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00022
2017,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00131
2017,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00023
2017,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00011
2017,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00025
2017,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00018
2017,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00129
2018,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00026
2018,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00036
2018,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,0.00037
2018,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00024
2018,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00017
2018,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00011
2018,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00014
2018,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00089
2018,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.0002
2018,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00134
2018,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00022
2018,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00011
2018,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00025
2018,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00018
2018,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00094
2019,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.0003
2019,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00034
2019,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,0.00039
2019,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00025
2019,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00023
2019,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00012
2019,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00013
