Year,Âge,Sexe,Cause of death,Value
2015,,,,6.4
2016,,,,5.9
2017,,,,6.2
2018,,,,6.2
2019,,,,5.7
2020,,,,5.1
2021,,,,5.0
2015,Tous les âges,Les deux sexes,Accidents de véhicule à moteur,5.8
2015,Tous les âges,Les deux sexes,Autres accidents de transport terrestre,0.2
2015,Tous les âges,Hommes,Accidents de transport,9.5
2015,Tous les âges,Hommes,Accidents de véhicule à moteur,8.4
2015,Tous les âges,Hommes,Autres accidents de transport terrestre,0.3
2015,Tous les âges,Femmes,Accidents de transport,3.4
2015,Tous les âges,Femmes,Accidents de véhicule à moteur,3.2
2015,Tous les âges,Femmes,Autres accidents de transport terrestre,0.1
2015,Moins d'un an,Les deux sexes,Accidents de transport,1.6
2015,Moins d'un an,Les deux sexes,Accidents de véhicule à moteur,1.6
2015,Moins d'un an,Les deux sexes,Autres accidents de transport terrestre,0.0
2015,Moins d'un an,Hommes,Accidents de transport,1.0
2015,Moins d'un an,Hommes,Accidents de véhicule à moteur,1.0
2015,Moins d'un an,Hommes,Autres accidents de transport terrestre,0.0
2015,Moins d'un an,Femmes,Accidents de transport,2.1
2015,Moins d'un an,Femmes,Accidents de véhicule à moteur,2.1
2015,Moins d'un an,Femmes,Autres accidents de transport terrestre,0.0
2015,1 à 4 ans,Les deux sexes,Accidents de transport,1.6
2015,1 à 4 ans,Les deux sexes,Accidents de véhicule à moteur,1.6
2015,1 à 4 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2015,1 à 4 ans,Hommes,Accidents de transport,1.8
2015,1 à 4 ans,Hommes,Accidents de véhicule à moteur,1.8
2015,1 à 4 ans,Hommes,Autres accidents de transport terrestre,0.0
2015,1 à 4 ans,Femmes,Accidents de transport,1.5
2015,1 à 4 ans,Femmes,Accidents de véhicule à moteur,1.3
2015,1 à 4 ans,Femmes,Autres accidents de transport terrestre,0.1
2015,5 à 9 ans,Les deux sexes,Accidents de transport,0.9
2015,5 à 9 ans,Les deux sexes,Accidents de véhicule à moteur,0.8
2015,5 à 9 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2015,5 à 9 ans,Hommes,Accidents de transport,1.5
2015,5 à 9 ans,Hommes,Accidents de véhicule à moteur,1.3
2015,5 à 9 ans,Hommes,Autres accidents de transport terrestre,0.2
2015,5 à 9 ans,Femmes,Accidents de transport,0.3
2015,5 à 9 ans,Femmes,Accidents de véhicule à moteur,0.3
2015,5 à 9 ans,Femmes,Autres accidents de transport terrestre,0.0
2015,10 à 14 ans,Les deux sexes,Accidents de transport,1.1
2015,10 à 14 ans,Les deux sexes,Accidents de véhicule à moteur,1.1
2015,10 à 14 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2015,10 à 14 ans,Hommes,Accidents de transport,1.0
2015,10 à 14 ans,Hommes,Accidents de véhicule à moteur,1.0
2015,10 à 14 ans,Hommes,Autres accidents de transport terrestre,0.0
2015,10 à 14 ans,Femmes,Accidents de transport,1.2
2015,10 à 14 ans,Femmes,Accidents de véhicule à moteur,1.1
2015,10 à 14 ans,Femmes,Autres accidents de transport terrestre,0.1
2015,15 à 19 ans,Les deux sexes,Accidents de transport,7.3
2015,15 à 19 ans,Les deux sexes,Accidents de véhicule à moteur,7.2
2015,15 à 19 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2015,15 à 19 ans,Hommes,Accidents de transport,9.8
2015,15 à 19 ans,Hommes,Accidents de véhicule à moteur,9.8
2015,15 à 19 ans,Hommes,Autres accidents de transport terrestre,0.0
2015,15 à 19 ans,Femmes,Accidents de transport,4.6
2015,15 à 19 ans,Femmes,Accidents de véhicule à moteur,4.4
2015,15 à 19 ans,Femmes,Autres accidents de transport terrestre,0.2
2015,20 à 24 ans,Les deux sexes,Accidents de transport,9.7
2015,20 à 24 ans,Les deux sexes,Accidents de véhicule à moteur,8.9
2015,20 à 24 ans,Les deux sexes,Autres accidents de transport terrestre,0.4
2015,20 à 24 ans,Hommes,Accidents de transport,14.3
2015,20 à 24 ans,Hommes,Accidents de véhicule à moteur,13.2
2015,20 à 24 ans,Hommes,Autres accidents de transport terrestre,0.4
2015,20 à 24 ans,Femmes,Accidents de transport,4.8
2015,20 à 24 ans,Femmes,Accidents de véhicule à moteur,4.4
2015,20 à 24 ans,Femmes,Autres accidents de transport terrestre,0.3
2015,25 à 29 ans,Les deux sexes,Accidents de transport,7.7
2015,25 à 29 ans,Les deux sexes,Accidents de véhicule à moteur,7.1
2015,25 à 29 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2015,25 à 29 ans,Hommes,Accidents de transport,12.4
2015,25 à 29 ans,Hommes,Accidents de véhicule à moteur,11.4
2015,25 à 29 ans,Hommes,Autres accidents de transport terrestre,0.2
2015,25 à 29 ans,Femmes,Accidents de transport,2.9
2015,25 à 29 ans,Femmes,Accidents de véhicule à moteur,2.9
2015,25 à 29 ans,Femmes,Autres accidents de transport terrestre,0.0
2015,30 à 34 ans,Les deux sexes,Accidents de transport,6.0
2015,30 à 34 ans,Les deux sexes,Accidents de véhicule à moteur,5.4
2015,30 à 34 ans,Les deux sexes,Autres accidents de transport terrestre,0.3
2015,30 à 34 ans,Hommes,Accidents de transport,9.6
2015,30 à 34 ans,Hommes,Accidents de véhicule à moteur,8.3
2015,30 à 34 ans,Hommes,Autres accidents de transport terrestre,0.6
2015,30 à 34 ans,Femmes,Accidents de transport,2.6
2015,30 à 34 ans,Femmes,Accidents de véhicule à moteur,2.5
2015,30 à 34 ans,Femmes,Autres accidents de transport terrestre,0.1
2015,35 à 39 ans,Les deux sexes,Accidents de transport,4.4
2015,35 à 39 ans,Les deux sexes,Accidents de véhicule à moteur,4.1
2015,35 à 39 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2015,35 à 39 ans,Hommes,Accidents de transport,6.5
2015,35 à 39 ans,Hommes,Accidents de véhicule à moteur,5.8
2015,35 à 39 ans,Hommes,Autres accidents de transport terrestre,0.3
2015,35 à 39 ans,Femmes,Accidents de transport,2.3
2015,35 à 39 ans,Femmes,Accidents de véhicule à moteur,2.3
2015,35 à 39 ans,Femmes,Autres accidents de transport terrestre,0.0
2015,40 à 44 ans,Les deux sexes,Accidents de transport,5.9
2015,40 à 44 ans,Les deux sexes,Accidents de véhicule à moteur,5.2
2015,40 à 44 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2015,40 à 44 ans,Hommes,Accidents de transport,9.2
2015,40 à 44 ans,Hommes,Accidents de véhicule à moteur,8.0
2015,40 à 44 ans,Hommes,Autres accidents de transport terrestre,0.3
2015,40 à 44 ans,Femmes,Accidents de transport,2.6
2015,40 à 44 ans,Femmes,Accidents de véhicule à moteur,2.5
2015,40 à 44 ans,Femmes,Autres accidents de transport terrestre,0.1
2015,45 à 49 ans,Les deux sexes,Accidents de transport,6.4
2015,45 à 49 ans,Les deux sexes,Accidents de véhicule à moteur,5.7
2015,45 à 49 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2015,45 à 49 ans,Hommes,Accidents de transport,9.2
2015,45 à 49 ans,Hommes,Accidents de véhicule à moteur,7.9
2015,45 à 49 ans,Hommes,Autres accidents de transport terrestre,0.2
2015,45 à 49 ans,Femmes,Accidents de transport,3.6
2015,45 à 49 ans,Femmes,Accidents de véhicule à moteur,3.5
2015,45 à 49 ans,Femmes,Autres accidents de transport terrestre,0.0
2015,50 à 54 ans,Les deux sexes,Accidents de transport,6.7
2015,50 à 54 ans,Les deux sexes,Accidents de véhicule à moteur,5.7
2015,50 à 54 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2015,50 à 54 ans,Hommes,Accidents de transport,10.8
2015,50 à 54 ans,Hommes,Accidents de véhicule à moteur,9.1
2015,50 à 54 ans,Hommes,Autres accidents de transport terrestre,0.1
2015,50 à 54 ans,Femmes,Accidents de transport,2.5
2015,50 à 54 ans,Femmes,Accidents de véhicule à moteur,2.3
2015,50 à 54 ans,Femmes,Autres accidents de transport terrestre,0.1
2015,55 à 59 ans,Les deux sexes,Accidents de transport,8.1
2015,55 à 59 ans,Les deux sexes,Accidents de véhicule à moteur,6.7
2015,55 à 59 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2015,55 à 59 ans,Hommes,Accidents de transport,13.4
2015,55 à 59 ans,Hommes,Accidents de véhicule à moteur,11.0
2015,55 à 59 ans,Hommes,Autres accidents de transport terrestre,0.4
2015,55 à 59 ans,Femmes,Accidents de transport,2.8
2015,55 à 59 ans,Femmes,Accidents de véhicule à moteur,2.5
2015,55 à 59 ans,Femmes,Autres accidents de transport terrestre,0.1
2015,60 à 64 ans,Les deux sexes,Accidents de transport,6.8
2015,60 à 64 ans,Les deux sexes,Accidents de véhicule à moteur,5.7
2015,60 à 64 ans,Les deux sexes,Autres accidents de transport terrestre,0.4
2015,60 à 64 ans,Hommes,Accidents de transport,10.7
2015,60 à 64 ans,Hommes,Accidents de véhicule à moteur,8.7
2015,60 à 64 ans,Hommes,Autres accidents de transport terrestre,0.5
2015,60 à 64 ans,Femmes,Accidents de transport,3.1
2015,60 à 64 ans,Femmes,Accidents de véhicule à moteur,2.7
2015,60 à 64 ans,Femmes,Autres accidents de transport terrestre,0.2
2015,65 à 69 ans,Les deux sexes,Accidents de transport,6.6
2015,65 à 69 ans,Les deux sexes,Accidents de véhicule à moteur,5.4
2015,65 à 69 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2015,65 à 69 ans,Hommes,Accidents de transport,8.6
2015,65 à 69 ans,Hommes,Accidents de véhicule à moteur,7.0
2015,65 à 69 ans,Hommes,Autres accidents de transport terrestre,0.1
2015,65 à 69 ans,Femmes,Accidents de transport,4.7
2015,65 à 69 ans,Femmes,Accidents de véhicule à moteur,4.0
2015,65 à 69 ans,Femmes,Autres accidents de transport terrestre,0.2
2015,70 à 74 ans,Les deux sexes,Accidents de transport,8.1
2015,70 à 74 ans,Les deux sexes,Accidents de véhicule à moteur,7.1
2015,70 à 74 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2015,70 à 74 ans,Hommes,Accidents de transport,11.5
2015,70 à 74 ans,Hommes,Accidents de véhicule à moteur,9.7
2015,70 à 74 ans,Hommes,Autres accidents de transport terrestre,0.5
2015,70 à 74 ans,Femmes,Accidents de transport,5.0
2015,70 à 74 ans,Femmes,Accidents de véhicule à moteur,4.7
2015,70 à 74 ans,Femmes,Autres accidents de transport terrestre,0.0
2015,75 à 79 ans,Les deux sexes,Accidents de transport,10.5
2015,75 à 79 ans,Les deux sexes,Accidents de véhicule à moteur,9.9
2015,75 à 79 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2015,75 à 79 ans,Hommes,Accidents de transport,15.3
2015,75 à 79 ans,Hommes,Accidents de véhicule à moteur,14.2
2015,75 à 79 ans,Hommes,Autres accidents de transport terrestre,0.2
2015,75 à 79 ans,Femmes,Accidents de transport,6.4
2015,75 à 79 ans,Femmes,Accidents de véhicule à moteur,6.3
2015,75 à 79 ans,Femmes,Autres accidents de transport terrestre,0.2
2015,80 à 84 ans,Les deux sexes,Accidents de transport,14.5
2015,80 à 84 ans,Les deux sexes,Accidents de véhicule à moteur,13.3
2015,80 à 84 ans,Les deux sexes,Autres accidents de transport terrestre,0.4
2015,80 à 84 ans,Hommes,Accidents de transport,20.0
2015,80 à 84 ans,Hommes,Accidents de véhicule à moteur,18.1
2015,80 à 84 ans,Hommes,Autres accidents de transport terrestre,0.6
2015,80 à 84 ans,Femmes,Accidents de transport,10.3
2015,80 à 84 ans,Femmes,Accidents de véhicule à moteur,9.6
2015,80 à 84 ans,Femmes,Autres accidents de transport terrestre,0.2
2015,85 à 89 ans,Les deux sexes,Accidents de transport,14.4
2015,85 à 89 ans,Les deux sexes,Accidents de véhicule à moteur,13.4
2015,85 à 89 ans,Les deux sexes,Autres accidents de transport terrestre,0.4
2015,85 à 89 ans,Hommes,Accidents de transport,23.3
2015,85 à 89 ans,Hommes,Accidents de véhicule à moteur,20.5
2015,85 à 89 ans,Hommes,Autres accidents de transport terrestre,1.1
2015,85 à 89 ans,Femmes,Accidents de transport,9.1
2015,85 à 89 ans,Femmes,Accidents de véhicule à moteur,9.1
2015,85 à 89 ans,Femmes,Autres accidents de transport terrestre,0.0
2015,90 ans et plus,Les deux sexes,Accidents de transport,14.0
2015,90 ans et plus,Les deux sexes,Accidents de véhicule à moteur,13.6
2015,90 ans et plus,Les deux sexes,Autres accidents de transport terrestre,0.0
2015,90 ans et plus,Hommes,Accidents de transport,24.0
2015,90 ans et plus,Hommes,Accidents de véhicule à moteur,24.0
2015,90 ans et plus,Hommes,Autres accidents de transport terrestre,0.0
2015,90 ans et plus,Femmes,Accidents de transport,10.0
2015,90 ans et plus,Femmes,Accidents de véhicule à moteur,9.5
2015,90 ans et plus,Femmes,Autres accidents de transport terrestre,0.0
2015,Non déclaré,Les deux sexes,Accidents de transport,0.0
2015,Non déclaré,Les deux sexes,Accidents de véhicule à moteur,0.0
2015,Non déclaré,Les deux sexes,Autres accidents de transport terrestre,0.0
2015,Non déclaré,Hommes,Accidents de transport,0.0
2015,Non déclaré,Hommes,Accidents de véhicule à moteur,0.0
2015,Non déclaré,Hommes,Autres accidents de transport terrestre,0.0
2015,Non déclaré,Femmes,Accidents de transport,0.0
2015,Non déclaré,Femmes,Accidents de véhicule à moteur,0.0
2015,Non déclaré,Femmes,Autres accidents de transport terrestre,0.0
2016,Tous les âges,Les deux sexes,Accidents de véhicule à moteur,5.4
2016,Tous les âges,Les deux sexes,Autres accidents de transport terrestre,0.1
2016,Tous les âges,Hommes,Accidents de transport,8.4
2016,Tous les âges,Hommes,Accidents de véhicule à moteur,7.6
2016,Tous les âges,Hommes,Autres accidents de transport terrestre,0.2
2016,Tous les âges,Femmes,Accidents de transport,3.5
2016,Tous les âges,Femmes,Accidents de véhicule à moteur,3.2
2016,Tous les âges,Femmes,Autres accidents de transport terrestre,0.1
2016,Moins d'un an,Les deux sexes,Accidents de transport,0.5
2016,Moins d'un an,Les deux sexes,Accidents de véhicule à moteur,0.5
2016,Moins d'un an,Les deux sexes,Autres accidents de transport terrestre,0.0
2016,Moins d'un an,Hommes,Accidents de transport,0.5
2016,Moins d'un an,Hommes,Accidents de véhicule à moteur,0.5
2016,Moins d'un an,Hommes,Autres accidents de transport terrestre,0.0
2016,Moins d'un an,Femmes,Accidents de transport,0.5
2016,Moins d'un an,Femmes,Accidents de véhicule à moteur,0.5
2016,Moins d'un an,Femmes,Autres accidents de transport terrestre,0.0
2016,1 à 4 ans,Les deux sexes,Accidents de transport,1.3
2016,1 à 4 ans,Les deux sexes,Accidents de véhicule à moteur,1.2
2016,1 à 4 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2016,1 à 4 ans,Hommes,Accidents de transport,1.6
2016,1 à 4 ans,Hommes,Accidents de véhicule à moteur,1.5
2016,1 à 4 ans,Hommes,Autres accidents de transport terrestre,0.1
2016,1 à 4 ans,Femmes,Accidents de transport,0.9
2016,1 à 4 ans,Femmes,Accidents de véhicule à moteur,0.9
2016,1 à 4 ans,Femmes,Autres accidents de transport terrestre,0.0
2016,5 à 9 ans,Les deux sexes,Accidents de transport,1.0
2016,5 à 9 ans,Les deux sexes,Accidents de véhicule à moteur,0.9
2016,5 à 9 ans,Les deux sexes,Autres accidents de transport terrestre,0.0
2016,5 à 9 ans,Hommes,Accidents de transport,1.0
2016,5 à 9 ans,Hommes,Accidents de véhicule à moteur,1.0
2016,5 à 9 ans,Hommes,Autres accidents de transport terrestre,0.0
2016,5 à 9 ans,Femmes,Accidents de transport,0.9
2016,5 à 9 ans,Femmes,Accidents de véhicule à moteur,0.8
