Year,Âge,Sexe,Cause of death,Value
2018,20 à 24 ans,Les deux sexes,Accidents de véhicule à moteur,8.2
2018,20 à 24 ans,Les deux sexes,Autres accidents de transport terrestre,0.3
2018,20 à 24 ans,Hommes,Accidents de transport,12.6
2018,20 à 24 ans,Hommes,Accidents de véhicule à moteur,11.5
2018,20 à 24 ans,Hommes,Autres accidents de transport terrestre,0.5
2018,20 à 24 ans,Femmes,Accidents de transport,4.7
2018,20 à 24 ans,Femmes,Accidents de véhicule à moteur,4.6
2018,20 à 24 ans,Femmes,Autres accidents de transport terrestre,0.1
2018,25 à 29 ans,Les deux sexes,Accidents de transport,7.5
2018,25 à 29 ans,Les deux sexes,Accidents de véhicule à moteur,7.1
2018,25 à 29 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2018,25 à 29 ans,Hommes,Accidents de transport,11.0
2018,25 à 29 ans,Hommes,Accidents de véhicule à moteur,10.4
2018,25 à 29 ans,Hommes,Autres accidents de transport terrestre,0.4
2018,25 à 29 ans,Femmes,Accidents de transport,3.8
2018,25 à 29 ans,Femmes,Accidents de véhicule à moteur,3.6
2018,25 à 29 ans,Femmes,Autres accidents de transport terrestre,0.1
2018,30 à 34 ans,Les deux sexes,Accidents de transport,6.2
2018,30 à 34 ans,Les deux sexes,Accidents de véhicule à moteur,5.9
2018,30 à 34 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2018,30 à 34 ans,Hommes,Accidents de transport,9.6
2018,30 à 34 ans,Hommes,Accidents de véhicule à moteur,9.2
2018,30 à 34 ans,Hommes,Autres accidents de transport terrestre,0.3
2018,30 à 34 ans,Femmes,Accidents de transport,2.8
2018,30 à 34 ans,Femmes,Accidents de véhicule à moteur,2.5
2018,30 à 34 ans,Femmes,Autres accidents de transport terrestre,0.0
2018,35 à 39 ans,Les deux sexes,Accidents de transport,5.7
2018,35 à 39 ans,Les deux sexes,Accidents de véhicule à moteur,5.4
2018,35 à 39 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2018,35 à 39 ans,Hommes,Accidents de transport,8.9
2018,35 à 39 ans,Hommes,Accidents de véhicule à moteur,8.1
2018,35 à 39 ans,Hommes,Autres accidents de transport terrestre,0.2
2018,35 à 39 ans,Femmes,Accidents de transport,2.6
2018,35 à 39 ans,Femmes,Accidents de véhicule à moteur,2.6
2018,35 à 39 ans,Femmes,Autres accidents de transport terrestre,0.0
2018,40 à 44 ans,Les deux sexes,Accidents de transport,5.8
2018,40 à 44 ans,Les deux sexes,Accidents de véhicule à moteur,5.2
2018,40 à 44 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2018,40 à 44 ans,Hommes,Accidents de transport,8.8
2018,40 à 44 ans,Hommes,Accidents de véhicule à moteur,7.6
2018,40 à 44 ans,Hommes,Autres accidents de transport terrestre,0.2
2018,40 à 44 ans,Femmes,Accidents de transport,2.9
2018,40 à 44 ans,Femmes,Accidents de véhicule à moteur,2.7
2018,40 à 44 ans,Femmes,Autres accidents de transport terrestre,0.0
2018,45 à 49 ans,Les deux sexes,Accidents de transport,5.4
2018,45 à 49 ans,Les deux sexes,Accidents de véhicule à moteur,5.1
2018,45 à 49 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2018,45 à 49 ans,Hommes,Accidents de transport,8.4
2018,45 à 49 ans,Hommes,Accidents de véhicule à moteur,7.7
2018,45 à 49 ans,Hommes,Autres accidents de transport terrestre,0.1
2018,45 à 49 ans,Femmes,Accidents de transport,2.6
2018,45 à 49 ans,Femmes,Accidents de véhicule à moteur,2.5
2018,45 à 49 ans,Femmes,Autres accidents de transport terrestre,0.1
2018,50 à 54 ans,Les deux sexes,Accidents de transport,6.9
2018,50 à 54 ans,Les deux sexes,Accidents de véhicule à moteur,5.9
2018,50 à 54 ans,Les deux sexes,Autres accidents de transport terrestre,0.3
2018,50 à 54 ans,Hommes,Accidents de transport,10.0
2018,50 à 54 ans,Hommes,Accidents de véhicule à moteur,8.6
2018,50 à 54 ans,Hommes,Autres accidents de transport terrestre,0.5
2018,50 à 54 ans,Femmes,Accidents de transport,3.7
2018,50 à 54 ans,Femmes,Accidents de véhicule à moteur,3.2
2018,50 à 54 ans,Femmes,Autres accidents de transport terrestre,0.1
2018,55 à 59 ans,Les deux sexes,Accidents de transport,6.2
2018,55 à 59 ans,Les deux sexes,Accidents de véhicule à moteur,4.9
2018,55 à 59 ans,Les deux sexes,Autres accidents de transport terrestre,0.4
2018,55 à 59 ans,Hommes,Accidents de transport,9.7
2018,55 à 59 ans,Hommes,Accidents de véhicule à moteur,7.4
2018,55 à 59 ans,Hommes,Autres accidents de transport terrestre,0.8
2018,55 à 59 ans,Femmes,Accidents de transport,2.7
2018,55 à 59 ans,Femmes,Accidents de véhicule à moteur,2.6
2018,55 à 59 ans,Femmes,Autres accidents de transport terrestre,0.0
2018,60 à 64 ans,Les deux sexes,Accidents de transport,7.9
2018,60 à 64 ans,Les deux sexes,Accidents de véhicule à moteur,6.8
2018,60 à 64 ans,Les deux sexes,Autres accidents de transport terrestre,0.4
2018,60 à 64 ans,Hommes,Accidents de transport,12.0
2018,60 à 64 ans,Hommes,Accidents de véhicule à moteur,10.4
2018,60 à 64 ans,Hommes,Autres accidents de transport terrestre,0.7
2018,60 à 64 ans,Femmes,Accidents de transport,4.0
2018,60 à 64 ans,Femmes,Accidents de véhicule à moteur,3.4
2018,60 à 64 ans,Femmes,Autres accidents de transport terrestre,0.2
2018,65 à 69 ans,Les deux sexes,Accidents de transport,6.3
2018,65 à 69 ans,Les deux sexes,Accidents de véhicule à moteur,5.5
2018,65 à 69 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2018,65 à 69 ans,Hommes,Accidents de transport,8.5
2018,65 à 69 ans,Hommes,Accidents de véhicule à moteur,7.1
2018,65 à 69 ans,Hommes,Autres accidents de transport terrestre,0.3
2018,65 à 69 ans,Femmes,Accidents de transport,4.3
2018,65 à 69 ans,Femmes,Accidents de véhicule à moteur,4.0
2018,65 à 69 ans,Femmes,Autres accidents de transport terrestre,0.2
2018,70 à 74 ans,Les deux sexes,Accidents de transport,7.4
2018,70 à 74 ans,Les deux sexes,Accidents de véhicule à moteur,6.4
2018,70 à 74 ans,Les deux sexes,Autres accidents de transport terrestre,0.4
2018,70 à 74 ans,Hommes,Accidents de transport,10.4
2018,70 à 74 ans,Hommes,Accidents de véhicule à moteur,8.6
2018,70 à 74 ans,Hommes,Autres accidents de transport terrestre,0.8
2018,70 à 74 ans,Femmes,Accidents de transport,4.6
2018,70 à 74 ans,Femmes,Accidents de véhicule à moteur,4.4
2018,70 à 74 ans,Femmes,Autres accidents de transport terrestre,0.0
2018,75 à 79 ans,Les deux sexes,Accidents de transport,11.5
2018,75 à 79 ans,Les deux sexes,Accidents de véhicule à moteur,9.9
2018,75 à 79 ans,Les deux sexes,Autres accidents de transport terrestre,0.5
2018,75 à 79 ans,Hommes,Accidents de transport,16.7
2018,75 à 79 ans,Hommes,Accidents de véhicule à moteur,14.7
2018,75 à 79 ans,Hommes,Autres accidents de transport terrestre,0.6
2018,75 à 79 ans,Femmes,Accidents de transport,7.1
2018,75 à 79 ans,Femmes,Accidents de véhicule à moteur,5.7
2018,75 à 79 ans,Femmes,Autres accidents de transport terrestre,0.3
2018,80 à 84 ans,Les deux sexes,Accidents de transport,12.5
2018,80 à 84 ans,Les deux sexes,Accidents de véhicule à moteur,11.9
2018,80 à 84 ans,Les deux sexes,Autres accidents de transport terrestre,0.4
2018,80 à 84 ans,Hommes,Accidents de transport,18.7
2018,80 à 84 ans,Hommes,Accidents de véhicule à moteur,17.5
2018,80 à 84 ans,Hommes,Autres accidents de transport terrestre,0.9
2018,80 à 84 ans,Femmes,Accidents de transport,7.7
2018,80 à 84 ans,Femmes,Accidents de véhicule à moteur,7.5
2018,80 à 84 ans,Femmes,Autres accidents de transport terrestre,0.0
2018,85 à 89 ans,Les deux sexes,Accidents de transport,15.5
2018,85 à 89 ans,Les deux sexes,Accidents de véhicule à moteur,14.5
2018,85 à 89 ans,Les deux sexes,Autres accidents de transport terrestre,0.6
2018,85 à 89 ans,Hommes,Accidents de transport,22.5
2018,85 à 89 ans,Hommes,Accidents de véhicule à moteur,22.0
2018,85 à 89 ans,Hommes,Autres accidents de transport terrestre,0.0
2018,85 à 89 ans,Femmes,Accidents de transport,10.9
2018,85 à 89 ans,Femmes,Accidents de véhicule à moteur,9.5
2018,85 à 89 ans,Femmes,Autres accidents de transport terrestre,1.0
2018,90 ans et plus,Les deux sexes,Accidents de transport,12.7
2018,90 ans et plus,Les deux sexes,Accidents de véhicule à moteur,12.1
2018,90 ans et plus,Les deux sexes,Autres accidents de transport terrestre,0.6
2018,90 ans et plus,Hommes,Accidents de transport,26.5
2018,90 ans et plus,Hommes,Accidents de véhicule à moteur,24.4
2018,90 ans et plus,Hommes,Autres accidents de transport terrestre,2.1
2018,90 ans et plus,Femmes,Accidents de transport,6.8
2018,90 ans et plus,Femmes,Accidents de véhicule à moteur,6.8
2018,90 ans et plus,Femmes,Autres accidents de transport terrestre,0.0
2018,Non déclaré,Les deux sexes,Accidents de transport,0.0
2018,Non déclaré,Les deux sexes,Accidents de véhicule à moteur,0.0
2018,Non déclaré,Les deux sexes,Autres accidents de transport terrestre,0.0
2018,Non déclaré,Hommes,Accidents de transport,0.0
2018,Non déclaré,Hommes,Accidents de véhicule à moteur,0.0
2018,Non déclaré,Hommes,Autres accidents de transport terrestre,0.0
2018,Non déclaré,Femmes,Accidents de transport,0.0
2018,Non déclaré,Femmes,Accidents de véhicule à moteur,0.0
2018,Non déclaré,Femmes,Autres accidents de transport terrestre,0.0
2019,Tous les âges,Les deux sexes,Accidents de véhicule à moteur,5.0
2019,Tous les âges,Les deux sexes,Autres accidents de transport terrestre,0.2
2019,Tous les âges,Hommes,Accidents de transport,8.0
2019,Tous les âges,Hommes,Accidents de véhicule à moteur,6.9
2019,Tous les âges,Hommes,Autres accidents de transport terrestre,0.3
2019,Tous les âges,Femmes,Accidents de transport,3.4
2019,Tous les âges,Femmes,Accidents de véhicule à moteur,3.2
2019,Tous les âges,Femmes,Autres accidents de transport terrestre,0.1
2019,Moins d'un an,Les deux sexes,Accidents de transport,0.5
2019,Moins d'un an,Les deux sexes,Accidents de véhicule à moteur,0.5
2019,Moins d'un an,Les deux sexes,Autres accidents de transport terrestre,0.0
2019,Moins d'un an,Hommes,Accidents de transport,0.0
2019,Moins d'un an,Hommes,Accidents de véhicule à moteur,0.0
2019,Moins d'un an,Hommes,Autres accidents de transport terrestre,0.0
2019,Moins d'un an,Femmes,Accidents de transport,1.1
2019,Moins d'un an,Femmes,Accidents de véhicule à moteur,1.1
2019,Moins d'un an,Femmes,Autres accidents de transport terrestre,0.0
2019,1 à 4 ans,Les deux sexes,Accidents de transport,1.4
2019,1 à 4 ans,Les deux sexes,Accidents de véhicule à moteur,1.4
2019,1 à 4 ans,Les deux sexes,Autres accidents de transport terrestre,0.0
2019,1 à 4 ans,Hommes,Accidents de transport,1.5
2019,1 à 4 ans,Hommes,Accidents de véhicule à moteur,1.5
2019,1 à 4 ans,Hommes,Autres accidents de transport terrestre,0.0
2019,1 à 4 ans,Femmes,Accidents de transport,1.3
2019,1 à 4 ans,Femmes,Accidents de véhicule à moteur,1.3
2019,1 à 4 ans,Femmes,Autres accidents de transport terrestre,0.0
2019,5 à 9 ans,Les deux sexes,Accidents de transport,0.4
2019,5 à 9 ans,Les deux sexes,Accidents de véhicule à moteur,0.4
2019,5 à 9 ans,Les deux sexes,Autres accidents de transport terrestre,0.0
2019,5 à 9 ans,Hommes,Accidents de transport,0.4
2019,5 à 9 ans,Hommes,Accidents de véhicule à moteur,0.4
2019,5 à 9 ans,Hommes,Autres accidents de transport terrestre,0.0
2019,5 à 9 ans,Femmes,Accidents de transport,0.5
2019,5 à 9 ans,Femmes,Accidents de véhicule à moteur,0.5
2019,5 à 9 ans,Femmes,Autres accidents de transport terrestre,0.0
2019,10 à 14 ans,Les deux sexes,Accidents de transport,1.0
2019,10 à 14 ans,Les deux sexes,Accidents de véhicule à moteur,0.8
2019,10 à 14 ans,Les deux sexes,Autres accidents de transport terrestre,0.0
2019,10 à 14 ans,Hommes,Accidents de transport,1.4
2019,10 à 14 ans,Hommes,Accidents de véhicule à moteur,1.2
2019,10 à 14 ans,Hommes,Autres accidents de transport terrestre,0.1
2019,10 à 14 ans,Femmes,Accidents de transport,0.6
2019,10 à 14 ans,Femmes,Accidents de véhicule à moteur,0.5
2019,10 à 14 ans,Femmes,Autres accidents de transport terrestre,0.0
2019,15 à 19 ans,Les deux sexes,Accidents de transport,6.1
2019,15 à 19 ans,Les deux sexes,Accidents de véhicule à moteur,5.8
2019,15 à 19 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2019,15 à 19 ans,Hommes,Accidents de transport,7.9
2019,15 à 19 ans,Hommes,Accidents de véhicule à moteur,7.4
2019,15 à 19 ans,Hommes,Autres accidents de transport terrestre,0.3
2019,15 à 19 ans,Femmes,Accidents de transport,4.2
2019,15 à 19 ans,Femmes,Accidents de véhicule à moteur,4.1
2019,15 à 19 ans,Femmes,Autres accidents de transport terrestre,0.0
2019,20 à 24 ans,Les deux sexes,Accidents de transport,8.0
2019,20 à 24 ans,Les deux sexes,Accidents de véhicule à moteur,7.2
2019,20 à 24 ans,Les deux sexes,Autres accidents de transport terrestre,0.3
2019,20 à 24 ans,Hommes,Accidents de transport,11.0
2019,20 à 24 ans,Hommes,Accidents de véhicule à moteur,10.2
2019,20 à 24 ans,Hommes,Autres accidents de transport terrestre,0.2
2019,20 à 24 ans,Femmes,Accidents de transport,4.7
2019,20 à 24 ans,Femmes,Accidents de véhicule à moteur,3.8
2019,20 à 24 ans,Femmes,Autres accidents de transport terrestre,0.5
2019,25 à 29 ans,Les deux sexes,Accidents de transport,5.7
2019,25 à 29 ans,Les deux sexes,Accidents de véhicule à moteur,4.9
2019,25 à 29 ans,Les deux sexes,Autres accidents de transport terrestre,0.3
2019,25 à 29 ans,Hommes,Accidents de transport,8.2
2019,25 à 29 ans,Hommes,Accidents de véhicule à moteur,6.8
2019,25 à 29 ans,Hommes,Autres accidents de transport terrestre,0.7
2019,25 à 29 ans,Femmes,Accidents de transport,3.1
2019,25 à 29 ans,Femmes,Accidents de véhicule à moteur,2.9
2019,25 à 29 ans,Femmes,Autres accidents de transport terrestre,0.0
2019,30 à 34 ans,Les deux sexes,Accidents de transport,5.8
2019,30 à 34 ans,Les deux sexes,Accidents de véhicule à moteur,5.3
2019,30 à 34 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2019,30 à 34 ans,Hommes,Accidents de transport,8.5
2019,30 à 34 ans,Hommes,Accidents de véhicule à moteur,7.7
2019,30 à 34 ans,Hommes,Autres accidents de transport terrestre,0.3
2019,30 à 34 ans,Femmes,Accidents de transport,3.0
2019,30 à 34 ans,Femmes,Accidents de véhicule à moteur,2.8
2019,30 à 34 ans,Femmes,Autres accidents de transport terrestre,0.2
2019,35 à 39 ans,Les deux sexes,Accidents de transport,4.6
2019,35 à 39 ans,Les deux sexes,Accidents de véhicule à moteur,4.1
2019,35 à 39 ans,Les deux sexes,Autres accidents de transport terrestre,0.3
2019,35 à 39 ans,Hommes,Accidents de transport,6.8
2019,35 à 39 ans,Hommes,Accidents de véhicule à moteur,5.9
2019,35 à 39 ans,Hommes,Autres accidents de transport terrestre,0.5
2019,35 à 39 ans,Femmes,Accidents de transport,2.4
2019,35 à 39 ans,Femmes,Accidents de véhicule à moteur,2.2
2019,35 à 39 ans,Femmes,Autres accidents de transport terrestre,0.1
2019,40 à 44 ans,Les deux sexes,Accidents de transport,5.2
2019,40 à 44 ans,Les deux sexes,Accidents de véhicule à moteur,4.5
2019,40 à 44 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2019,40 à 44 ans,Hommes,Accidents de transport,8.3
2019,40 à 44 ans,Hommes,Accidents de véhicule à moteur,7.1
2019,40 à 44 ans,Hommes,Autres accidents de transport terrestre,0.3
2019,40 à 44 ans,Femmes,Accidents de transport,2.2
2019,40 à 44 ans,Femmes,Accidents de véhicule à moteur,2.0
2019,40 à 44 ans,Femmes,Autres accidents de transport terrestre,0.0
2019,45 à 49 ans,Les deux sexes,Accidents de transport,5.2
2019,45 à 49 ans,Les deux sexes,Accidents de véhicule à moteur,4.4
2019,45 à 49 ans,Les deux sexes,Autres accidents de transport terrestre,0.0
2019,45 à 49 ans,Hommes,Accidents de transport,7.6
2019,45 à 49 ans,Hommes,Accidents de véhicule à moteur,6.3
2019,45 à 49 ans,Hommes,Autres accidents de transport terrestre,0.0
2019,45 à 49 ans,Femmes,Accidents de transport,2.9
2019,45 à 49 ans,Femmes,Accidents de véhicule à moteur,2.5
2019,45 à 49 ans,Femmes,Autres accidents de transport terrestre,0.0
2019,50 à 54 ans,Les deux sexes,Accidents de transport,6.0
2019,50 à 54 ans,Les deux sexes,Accidents de véhicule à moteur,5.2
2019,50 à 54 ans,Les deux sexes,Autres accidents de transport terrestre,0.3
2019,50 à 54 ans,Hommes,Accidents de transport,8.2
2019,50 à 54 ans,Hommes,Accidents de véhicule à moteur,7.1
2019,50 à 54 ans,Hommes,Autres accidents de transport terrestre,0.4
2019,50 à 54 ans,Femmes,Accidents de transport,3.9
2019,50 à 54 ans,Femmes,Accidents de véhicule à moteur,3.4
2019,50 à 54 ans,Femmes,Autres accidents de transport terrestre,0.2
2019,55 à 59 ans,Les deux sexes,Accidents de transport,6.5
2019,55 à 59 ans,Les deux sexes,Accidents de véhicule à moteur,5.8
2019,55 à 59 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2019,55 à 59 ans,Hommes,Accidents de transport,10.5
2019,55 à 59 ans,Hommes,Accidents de véhicule à moteur,9.0
2019,55 à 59 ans,Hommes,Autres accidents de transport terrestre,0.3
2019,55 à 59 ans,Femmes,Accidents de transport,2.7
2019,55 à 59 ans,Femmes,Accidents de véhicule à moteur,2.6
2019,55 à 59 ans,Femmes,Autres accidents de transport terrestre,0.1
2019,60 à 64 ans,Les deux sexes,Accidents de transport,6.2
2019,60 à 64 ans,Les deux sexes,Accidents de véhicule à moteur,5.3
2019,60 à 64 ans,Les deux sexes,Autres accidents de transport terrestre,0.3
2019,60 à 64 ans,Hommes,Accidents de transport,9.1
2019,60 à 64 ans,Hommes,Accidents de véhicule à moteur,7.5
2019,60 à 64 ans,Hommes,Autres accidents de transport terrestre,0.3
2019,60 à 64 ans,Femmes,Accidents de transport,3.4
2019,60 à 64 ans,Femmes,Accidents de véhicule à moteur,3.1
2019,60 à 64 ans,Femmes,Autres accidents de transport terrestre,0.2
2019,65 à 69 ans,Les deux sexes,Accidents de transport,7.7
2019,65 à 69 ans,Les deux sexes,Accidents de véhicule à moteur,6.7
2019,65 à 69 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2019,65 à 69 ans,Hommes,Accidents de transport,11.1
2019,65 à 69 ans,Hommes,Accidents de véhicule à moteur,9.2
2019,65 à 69 ans,Hommes,Autres accidents de transport terrestre,0.4
2019,65 à 69 ans,Femmes,Accidents de transport,4.5
2019,65 à 69 ans,Femmes,Accidents de véhicule à moteur,4.3
2019,65 à 69 ans,Femmes,Autres accidents de transport terrestre,0.1
2019,70 à 74 ans,Les deux sexes,Accidents de transport,8.0
2019,70 à 74 ans,Les deux sexes,Accidents de véhicule à moteur,6.7
2019,70 à 74 ans,Les deux sexes,Autres accidents de transport terrestre,0.3
2019,70 à 74 ans,Hommes,Accidents de transport,10.4
2019,70 à 74 ans,Hommes,Accidents de véhicule à moteur,8.1
2019,70 à 74 ans,Hommes,Autres accidents de transport terrestre,0.4
2019,70 à 74 ans,Femmes,Accidents de transport,5.7
2019,70 à 74 ans,Femmes,Accidents de véhicule à moteur,5.4
2019,70 à 74 ans,Femmes,Autres accidents de transport terrestre,0.2
2019,75 à 79 ans,Les deux sexes,Accidents de transport,10.1
2019,75 à 79 ans,Les deux sexes,Accidents de véhicule à moteur,9.2
2019,75 à 79 ans,Les deux sexes,Autres accidents de transport terrestre,0.4
2019,75 à 79 ans,Hommes,Accidents de transport,14.3
2019,75 à 79 ans,Hommes,Accidents de véhicule à moteur,12.3
2019,75 à 79 ans,Hommes,Autres accidents de transport terrestre,0.9
2019,75 à 79 ans,Femmes,Accidents de transport,6.4
2019,75 à 79 ans,Femmes,Accidents de véhicule à moteur,6.4
2019,75 à 79 ans,Femmes,Autres accidents de transport terrestre,0.0
2019,80 à 84 ans,Les deux sexes,Accidents de transport,10.5
2019,80 à 84 ans,Les deux sexes,Accidents de véhicule à moteur,9.9
2019,80 à 84 ans,Les deux sexes,Autres accidents de transport terrestre,0.4
2019,80 à 84 ans,Hommes,Accidents de transport,13.8
2019,80 à 84 ans,Hommes,Accidents de véhicule à moteur,12.3
2019,80 à 84 ans,Hommes,Autres accidents de transport terrestre,0.9
2019,80 à 84 ans,Femmes,Accidents de transport,7.9
2019,80 à 84 ans,Femmes,Accidents de véhicule à moteur,7.9
2019,80 à 84 ans,Femmes,Autres accidents de transport terrestre,0.0
2019,85 à 89 ans,Les deux sexes,Accidents de transport,11.3
2019,85 à 89 ans,Les deux sexes,Accidents de véhicule à moteur,10.7
2019,85 à 89 ans,Les deux sexes,Autres accidents de transport terrestre,0.4
2019,85 à 89 ans,Hommes,Accidents de transport,14.1
2019,85 à 89 ans,Hommes,Accidents de véhicule à moteur,13.6
2019,85 à 89 ans,Hommes,Autres accidents de transport terrestre,0.5
2019,85 à 89 ans,Femmes,Accidents de transport,9.4
2019,85 à 89 ans,Femmes,Accidents de véhicule à moteur,8.8
2019,85 à 89 ans,Femmes,Autres accidents de transport terrestre,0.3
2019,90 ans et plus,Les deux sexes,Accidents de transport,12.9
2019,90 ans et plus,Les deux sexes,Accidents de véhicule à moteur,12.0
2019,90 ans et plus,Les deux sexes,Autres accidents de transport terrestre,0.3
2019,90 ans et plus,Hommes,Accidents de transport,25.0
2019,90 ans et plus,Hommes,Accidents de véhicule à moteur,22.0
2019,90 ans et plus,Hommes,Autres accidents de transport terrestre,1.0
2019,90 ans et plus,Femmes,Accidents de transport,7.5
2019,90 ans et plus,Femmes,Accidents de véhicule à moteur,7.5
2019,90 ans et plus,Femmes,Autres accidents de transport terrestre,0.0
2019,Non déclaré,Les deux sexes,Accidents de transport,0.0
2019,Non déclaré,Les deux sexes,Accidents de véhicule à moteur,0.0
2019,Non déclaré,Les deux sexes,Autres accidents de transport terrestre,0.0
2019,Non déclaré,Hommes,Accidents de transport,0.0
2019,Non déclaré,Hommes,Accidents de véhicule à moteur,0.0
2019,Non déclaré,Hommes,Autres accidents de transport terrestre,0.0
2019,Non déclaré,Femmes,Accidents de transport,0.0
2019,Non déclaré,Femmes,Accidents de véhicule à moteur,0.0
2019,Non déclaré,Femmes,Autres accidents de transport terrestre,0.0
2020,Tous les âges,Les deux sexes,Accidents de véhicule à moteur,4.5
2020,Tous les âges,Les deux sexes,Autres accidents de transport terrestre,0.2
2020,Tous les âges,Hommes,Accidents de transport,7.5
2020,Tous les âges,Hommes,Accidents de véhicule à moteur,6.6
2020,Tous les âges,Hommes,Autres accidents de transport terrestre,0.3
2020,Tous les âges,Femmes,Accidents de transport,2.7
2020,Tous les âges,Femmes,Accidents de véhicule à moteur,2.5
2020,Tous les âges,Femmes,Autres accidents de transport terrestre,0.1
2020,Moins d'un an,Les deux sexes,Accidents de transport,0.5
2020,Moins d'un an,Les deux sexes,Accidents de véhicule à moteur,0.5
2020,Moins d'un an,Les deux sexes,Autres accidents de transport terrestre,0.0
2020,Moins d'un an,Hommes,Accidents de transport,1.1
2020,Moins d'un an,Hommes,Accidents de véhicule à moteur,1.1
2020,Moins d'un an,Hommes,Autres accidents de transport terrestre,0.0
2020,Moins d'un an,Femmes,Accidents de transport,0.0
2020,Moins d'un an,Femmes,Accidents de véhicule à moteur,0.0
2020,Moins d'un an,Femmes,Autres accidents de transport terrestre,0.0
2020,1 à 4 ans,Les deux sexes,Accidents de transport,1.2
2020,1 à 4 ans,Les deux sexes,Accidents de véhicule à moteur,1.1
2020,1 à 4 ans,Les deux sexes,Autres accidents de transport terrestre,0.1
2020,1 à 4 ans,Hommes,Accidents de transport,1.6
2020,1 à 4 ans,Hommes,Accidents de véhicule à moteur,1.4
2020,1 à 4 ans,Hommes,Autres accidents de transport terrestre,0.1
2020,1 à 4 ans,Femmes,Accidents de transport,0.8
2020,1 à 4 ans,Femmes,Accidents de véhicule à moteur,0.8
2020,1 à 4 ans,Femmes,Autres accidents de transport terrestre,0.0
2020,5 à 9 ans,Les deux sexes,Accidents de transport,0.8
2020,5 à 9 ans,Les deux sexes,Accidents de véhicule à moteur,0.8
2020,5 à 9 ans,Les deux sexes,Autres accidents de transport terrestre,0.0
2020,5 à 9 ans,Hommes,Accidents de transport,1.0
2020,5 à 9 ans,Hommes,Accidents de véhicule à moteur,1.0
2020,5 à 9 ans,Hommes,Autres accidents de transport terrestre,0.0
2020,5 à 9 ans,Femmes,Accidents de transport,0.6
2020,5 à 9 ans,Femmes,Accidents de véhicule à moteur,0.6
2020,5 à 9 ans,Femmes,Autres accidents de transport terrestre,0.0
2020,10 à 14 ans,Les deux sexes,Accidents de transport,1.4
2020,10 à 14 ans,Les deux sexes,Accidents de véhicule à moteur,1.2
2020,10 à 14 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2020,10 à 14 ans,Hommes,Accidents de transport,2.0
2020,10 à 14 ans,Hommes,Accidents de véhicule à moteur,1.7
2020,10 à 14 ans,Hommes,Autres accidents de transport terrestre,0.3
2020,10 à 14 ans,Femmes,Accidents de transport,0.9
2020,10 à 14 ans,Femmes,Accidents de véhicule à moteur,0.7
2020,10 à 14 ans,Femmes,Autres accidents de transport terrestre,0.1
2020,15 à 19 ans,Les deux sexes,Accidents de transport,5.0
2020,15 à 19 ans,Les deux sexes,Accidents de véhicule à moteur,4.7
2020,15 à 19 ans,Les deux sexes,Autres accidents de transport terrestre,0.0
2020,15 à 19 ans,Hommes,Accidents de transport,5.5
2020,15 à 19 ans,Hommes,Accidents de véhicule à moteur,5.2
2020,15 à 19 ans,Hommes,Autres accidents de transport terrestre,0.1
2020,15 à 19 ans,Femmes,Accidents de transport,4.4
2020,15 à 19 ans,Femmes,Accidents de véhicule à moteur,4.1
2020,15 à 19 ans,Femmes,Autres accidents de transport terrestre,0.0
2020,20 à 24 ans,Les deux sexes,Accidents de transport,7.9
2020,20 à 24 ans,Les deux sexes,Accidents de véhicule à moteur,7.3
2020,20 à 24 ans,Les deux sexes,Autres accidents de transport terrestre,0.2
2020,20 à 24 ans,Hommes,Accidents de transport,11.0
2020,20 à 24 ans,Hommes,Accidents de véhicule à moteur,10.0
2020,20 à 24 ans,Hommes,Autres accidents de transport terrestre,0.3
2020,20 à 24 ans,Femmes,Accidents de transport,4.6
2020,20 à 24 ans,Femmes,Accidents de véhicule à moteur,4.4
2020,20 à 24 ans,Femmes,Autres accidents de transport terrestre,0.2
2020,25 à 29 ans,Les deux sexes,Accidents de transport,6.9
2020,25 à 29 ans,Les deux sexes,Accidents de véhicule à moteur,6.2
2020,25 à 29 ans,Les deux sexes,Autres accidents de transport terrestre,0.3
2020,25 à 29 ans,Hommes,Accidents de transport,10.6
2020,25 à 29 ans,Hommes,Accidents de véhicule à moteur,9.5
2020,25 à 29 ans,Hommes,Autres accidents de transport terrestre,0.4
2020,25 à 29 ans,Femmes,Accidents de transport,3.0
2020,25 à 29 ans,Femmes,Accidents de véhicule à moteur,2.6
2020,25 à 29 ans,Femmes,Autres accidents de transport terrestre,0.2
2020,30 à 34 ans,Les deux sexes,Accidents de transport,5.2
2020,30 à 34 ans,Les deux sexes,Accidents de véhicule à moteur,4.6
