Year,Géographie,Industrie,GeoCode,Value
2015,Nouvelle-Écosse,Fabrication de produits minéraux non métalliques,12,0.17
2015,Nouvelle-Écosse,Fabrication de produits en argile et produits réfractaires,12,
2015,Nouvelle-Écosse,Fabrication de verre et de produits en verre,12,
2015,Nouvelle-Écosse,Fabrication de ciment et de produits en béton,12,0.15
2015,Nouvelle-Écosse,Fabrication de chaux et de produits en gypse,12,
2015,Nouvelle-Écosse,Fabrication d'autres produits minéraux non métalliques,12,
2015,Nouvelle-Écosse,Première transformation des métaux,12,
2015,Nouvelle-Écosse,Sidérurgie,12,
2015,Nouvelle-Écosse,Fabrication de produits en acier à partir d'acier acheté,12,
2015,Nouvelle-Écosse,Production et transformation d'alumine et d'aluminium,12,
2015,Nouvelle-Écosse,Production et transformation de métaux non ferreux (sauf l'aluminium),12,
2015,Nouvelle-Écosse,Fonderies,12,
2015,Nouvelle-Écosse,Fabrication de produits métalliques,12,0.51
2015,Nouvelle-Écosse,Forgeage et estampage,12,
2015,Nouvelle-Écosse,Fabrication de coutellerie et d'outils à main,12,
2015,Nouvelle-Écosse,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,12,0.26
2015,Nouvelle-Écosse,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",12,
2015,Nouvelle-Écosse,Fabrication d'articles de quincaillerie,12,
2015,Nouvelle-Écosse,Fabrication de ressorts et de produits en fil métallique,12,
2015,Nouvelle-Écosse,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",12,0.11
2015,Nouvelle-Écosse,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",12,
2015,Nouvelle-Écosse,Fabrication d'autres produits métalliques,12,0.06
2015,Nouvelle-Écosse,Fabrication de machines,12,0.24
2015,Nouvelle-Écosse,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",12,
2015,Nouvelle-Écosse,Fabrication de machines industrielles,12,0.04
2015,Nouvelle-Écosse,Fabrication de machines pour le commerce et les industries de services,12,0.08
2015,Nouvelle-Écosse,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",12,
2015,Nouvelle-Écosse,Fabrication de machines-outils pour le travail du métal,12,
2015,Nouvelle-Écosse,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",12,
2015,Nouvelle-Écosse,Fabrication d'autres machines d'usage général,12,0.03
2015,Nouvelle-Écosse,Fabrication de produits informatiques et électroniques,12,0.2
2015,Nouvelle-Écosse,Fabrication de matériel informatique et périphérique,12,
2015,Nouvelle-Écosse,Fabrication de matériel de communication,12,
2015,Nouvelle-Écosse,Fabrication de matériel audio et vidéo,12,
2015,Nouvelle-Écosse,Fabrication de semi-conducteurs et d'autres composants électroniques,12,
2015,Nouvelle-Écosse,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",12,0.1
2015,Nouvelle-Écosse,Fabrication et reproduction de supports magnétiques et optiques,12,
2015,Nouvelle-Écosse,"Fabrication de matériel, d'appareils et de composants électriques",12,
2015,Nouvelle-Écosse,Fabrication de matériel électrique d'éclairage,12,
2015,Nouvelle-Écosse,Fabrication d'appareils ménagers,12,
2015,Nouvelle-Écosse,Fabrication de matériel électrique,12,
2015,Nouvelle-Écosse,Fabrication d'autres types de matériel et de composants électriques,12,
2015,Nouvelle-Écosse,,12,0.98
2015,Nouvelle-Écosse,Fabrication de véhicules automobiles,12,
2015,Nouvelle-Écosse,Fabrication de carrosseries et de remorques de véhicules automobiles,12,
2015,Nouvelle-Écosse,Fabrication de pièces pour véhicules automobiles,12,
2015,Nouvelle-Écosse,Fabrication de produits aérospatiaux et de leurs pièces,12,0.46
2015,Nouvelle-Écosse,Fabrication de matériel ferroviaire roulant,12,
2015,Nouvelle-Écosse,Construction de navires et d'embarcations,12,0.46
2015,Nouvelle-Écosse,Fabrication d'autres types de matériel de transport,12,
2015,Nouvelle-Écosse,Fabrication de meubles et de produits connexes,12,0.1
2015,Nouvelle-Écosse,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,12,
2015,Nouvelle-Écosse,Fabrication de meubles de bureau (y compris les articles d'ameublement),12,
2015,Nouvelle-Écosse,Fabrication d'autres produits connexes aux meubles,12,
2015,Nouvelle-Écosse,Activités diverses de fabrication,12,0.14
2015,Nouvelle-Écosse,Fabrication de fournitures et de matériel médicaux,12,0.04
2015,Nouvelle-Écosse,Autres activités diverses de fabrication,12,0.1
2015,Nouveau-Brunswick,Total de l’industrie manufacturière,13,9.52
2015,Nouveau-Brunswick,Biens non durables,13,5.53
2015,Nouveau-Brunswick,Fabrication d’aliments,13,3.65
2015,Nouveau-Brunswick,Fabrication d'aliments pour animaux,13,
2015,Nouveau-Brunswick,Mouture de grains céréaliers et de graines oléagineuses,13,
2015,Nouveau-Brunswick,Fabrication de sucre et de confiseries,13,
2015,Nouveau-Brunswick,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,13,
2015,Nouveau-Brunswick,Fabrication de produits laitiers,13,
2015,Nouveau-Brunswick,Fabrication de produits de viande,13,0.39
2015,Nouveau-Brunswick,Préparation et conditionnement de poissons et de fruits de mer,13,1.48
2015,Nouveau-Brunswick,Boulangeries et fabrication de tortillas,13,0.19
2015,Nouveau-Brunswick,Fabrication d'autres aliments,13,0.21
2015,Nouveau-Brunswick,Fabrication de boissons et de produits du tabac,13,0.21
2015,Nouveau-Brunswick,Fabrication de boissons,13,
2015,Nouveau-Brunswick,Fabrication du tabac,13,
2015,Nouveau-Brunswick,Fabrication de produits du cannabis,13,
2015,Nouveau-Brunswick,Usines de textiles,13,
2015,Nouveau-Brunswick,"Usines de fibres, de filés et de fils",13,
2015,Nouveau-Brunswick,Usines de tissus,13,
2015,Nouveau-Brunswick,Finissage de textiles et de tissus et revêtement de tissus,13,
2015,Nouveau-Brunswick,Usines de produits textiles,13,0.06
2015,Nouveau-Brunswick,Usines de textiles domestiques,13,
2015,Nouveau-Brunswick,Usines d'autres produits textiles,13,
2015,Nouveau-Brunswick,Apparel manufacturing,13,
2015,Nouveau-Brunswick,Apparel knitting mills,13,
2015,Nouveau-Brunswick,Fabrication de vêtements coupés-cousus,13,
2015,Nouveau-Brunswick,Fabrication d'accessoires vestimentaires et d'autres vêtements,13,
2015,Nouveau-Brunswick,Fabrication de produits en cuir et de produits analogues,13,
2015,Nouveau-Brunswick,Tannage et finissage du cuir et des peaux,13,
2015,Nouveau-Brunswick,Fabrication de chaussures,13,
2015,Nouveau-Brunswick,Fabrication d'autres produits en cuir et produits analogues,13,
2015,Nouveau-Brunswick,Fabrication du papier,13,0.85
2015,Nouveau-Brunswick,"Usines de pâte à papier, de papier et de carton",13,0.7
2015,Nouveau-Brunswick,Fabrication de produits en papier transformé,13,0.15
2015,Nouveau-Brunswick,Impression et activités connexes de soutien,13,0.08
2015,Nouveau-Brunswick,Fabrication de produits du pétrole et du charbon,13,
2015,Nouveau-Brunswick,Fabrication de produits chimiques,13,0.1
2015,Nouveau-Brunswick,Fabrication de produits chimiques de base,13,
2015,Nouveau-Brunswick,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",13,
2015,Nouveau-Brunswick,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",13,0.05
2015,Nouveau-Brunswick,Fabrication de produits pharmaceutiques et de médicaments,13,
2015,Nouveau-Brunswick,"Fabrication de peintures, de revêtements et d'adhésifs",13,
2015,Nouveau-Brunswick,"Fabrication de savons, de détachants et de produits de toilette",13,
2015,Nouveau-Brunswick,Fabrication d'autres produits chimiques,13,
2015,Nouveau-Brunswick,Fabrication de produits en plastique et en caoutchouc,13,0.4
2015,Nouveau-Brunswick,Fabrication de produits en plastique,13,
2015,Nouveau-Brunswick,Fabrication de produits en caoutchouc,13,
2015,Nouveau-Brunswick,Biens durables,13,3.99
2015,Nouveau-Brunswick,Fabrication de produits en bois,13,1.42
2015,Nouveau-Brunswick,Scieries et préservation du bois,13,0.82
2015,Nouveau-Brunswick,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",13,0.17
2015,Nouveau-Brunswick,Fabrication d'autres produits en bois,13,0.43
2015,Nouveau-Brunswick,Fabrication de produits minéraux non métalliques,13,0.3
2015,Nouveau-Brunswick,Fabrication de produits en argile et produits réfractaires,13,
2015,Nouveau-Brunswick,Fabrication de verre et de produits en verre,13,
2015,Nouveau-Brunswick,Fabrication de ciment et de produits en béton,13,0.13
2015,Nouveau-Brunswick,Fabrication de chaux et de produits en gypse,13,0.04
2015,Nouveau-Brunswick,Fabrication d'autres produits minéraux non métalliques,13,0.11
2015,Nouveau-Brunswick,Première transformation des métaux,13,
2015,Nouveau-Brunswick,Sidérurgie,13,
2015,Nouveau-Brunswick,Fabrication de produits en acier à partir d'acier acheté,13,
2015,Nouveau-Brunswick,Production et transformation d'alumine et d'aluminium,13,
2015,Nouveau-Brunswick,Production et transformation de métaux non ferreux (sauf l'aluminium),13,
2015,Nouveau-Brunswick,Fonderies,13,
2015,Nouveau-Brunswick,Fabrication de produits métalliques,13,0.75
2015,Nouveau-Brunswick,Forgeage et estampage,13,
2015,Nouveau-Brunswick,Fabrication de coutellerie et d'outils à main,13,
2015,Nouveau-Brunswick,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,13,0.48
2015,Nouveau-Brunswick,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",13,0.05
2015,Nouveau-Brunswick,Fabrication d'articles de quincaillerie,13,
2015,Nouveau-Brunswick,Fabrication de ressorts et de produits en fil métallique,13,
2015,Nouveau-Brunswick,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",13,0.12
2015,Nouveau-Brunswick,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",13,
2015,Nouveau-Brunswick,Fabrication d'autres produits métalliques,13,
2015,Nouveau-Brunswick,Fabrication de machines,13,0.31
2015,Nouveau-Brunswick,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",13,0.05
2015,Nouveau-Brunswick,Fabrication de machines industrielles,13,0.02
2015,Nouveau-Brunswick,Fabrication de machines pour le commerce et les industries de services,13,
2015,Nouveau-Brunswick,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",13,0.15
2015,Nouveau-Brunswick,Fabrication de machines-outils pour le travail du métal,13,
2015,Nouveau-Brunswick,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",13,
2015,Nouveau-Brunswick,Fabrication d'autres machines d'usage général,13,0.06
2015,Nouveau-Brunswick,Fabrication de produits informatiques et électroniques,13,
2015,Nouveau-Brunswick,Fabrication de matériel informatique et périphérique,13,
2015,Nouveau-Brunswick,Fabrication de matériel de communication,13,
2015,Nouveau-Brunswick,Fabrication de matériel audio et vidéo,13,
2015,Nouveau-Brunswick,Fabrication de semi-conducteurs et d'autres composants électroniques,13,
2015,Nouveau-Brunswick,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",13,
2015,Nouveau-Brunswick,Fabrication et reproduction de supports magnétiques et optiques,13,
2015,Nouveau-Brunswick,"Fabrication de matériel, d'appareils et de composants électriques",13,
2015,Nouveau-Brunswick,Fabrication de matériel électrique d'éclairage,13,
2015,Nouveau-Brunswick,Fabrication d'appareils ménagers,13,
2015,Nouveau-Brunswick,Fabrication de matériel électrique,13,
2015,Nouveau-Brunswick,Fabrication d'autres types de matériel et de composants électriques,13,
2015,Nouveau-Brunswick,,13,
2015,Nouveau-Brunswick,Fabrication de véhicules automobiles,13,
2015,Nouveau-Brunswick,Fabrication de carrosseries et de remorques de véhicules automobiles,13,0.08
2015,Nouveau-Brunswick,Fabrication de pièces pour véhicules automobiles,13,
2015,Nouveau-Brunswick,Fabrication de produits aérospatiaux et de leurs pièces,13,
2015,Nouveau-Brunswick,Fabrication de matériel ferroviaire roulant,13,
2015,Nouveau-Brunswick,Construction de navires et d'embarcations,13,
2015,Nouveau-Brunswick,Fabrication d'autres types de matériel de transport,13,
2015,Nouveau-Brunswick,Fabrication de meubles et de produits connexes,13,0.24
2015,Nouveau-Brunswick,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,13,0.22
2015,Nouveau-Brunswick,Fabrication de meubles de bureau (y compris les articles d'ameublement),13,
2015,Nouveau-Brunswick,Fabrication d'autres produits connexes aux meubles,13,
2015,Nouveau-Brunswick,Activités diverses de fabrication,13,0.5
2015,Nouveau-Brunswick,Fabrication de fournitures et de matériel médicaux,13,0.04
2015,Nouveau-Brunswick,Autres activités diverses de fabrication,13,0.46
2015,Québec,Total de l’industrie manufacturière,24,11.56
2015,Québec,Biens non durables,24,4.82
2015,Québec,Fabrication d’aliments,24,1.52
2015,Québec,Fabrication d'aliments pour animaux,24,0.07
2015,Québec,Mouture de grains céréaliers et de graines oléagineuses,24,0.03
2015,Québec,Fabrication de sucre et de confiseries,24,0.09
2015,Québec,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,24,0.13
2015,Québec,Fabrication de produits laitiers,24,0.25
2015,Québec,Fabrication de produits de viande,24,0.47
2015,Québec,Préparation et conditionnement de poissons et de fruits de mer,24,0.04
2015,Québec,Boulangeries et fabrication de tortillas,24,0.32
2015,Québec,Fabrication d'autres aliments,24,0.11
2015,Québec,Fabrication de boissons et de produits du tabac,24,0.22
2015,Québec,Fabrication de boissons,24,
2015,Québec,Fabrication du tabac,24,
2015,Québec,Fabrication de produits du cannabis,24,
2015,Québec,Usines de textiles,24,0.11
2015,Québec,"Usines de fibres, de filés et de fils",24,0.01
2015,Québec,Usines de tissus,24,0.08
2015,Québec,Finissage de textiles et de tissus et revêtement de tissus,24,0.01
2015,Québec,Usines de produits textiles,24,0.09
2015,Québec,Usines de textiles domestiques,24,0.04
2015,Québec,Usines d'autres produits textiles,24,0.05
2015,Québec,Apparel manufacturing,24,0.31
2015,Québec,Apparel knitting mills,24,0.03
2015,Québec,Fabrication de vêtements coupés-cousus,24,0.26
2015,Québec,Fabrication d'accessoires vestimentaires et d'autres vêtements,24,0.02
2015,Québec,Fabrication de produits en cuir et de produits analogues,24,0.04
2015,Québec,Tannage et finissage du cuir et des peaux,24,0.0
2015,Québec,Fabrication de chaussures,24,0.03
2015,Québec,Fabrication d'autres produits en cuir et produits analogues,24,0.01
2015,Québec,Fabrication du papier,24,0.62
2015,Québec,"Usines de pâte à papier, de papier et de carton",24,0.25
2015,Québec,Fabrication de produits en papier transformé,24,0.37
2015,Québec,Impression et activités connexes de soutien,24,0.35
2015,Québec,Fabrication de produits du pétrole et du charbon,24,0.1
2015,Québec,Fabrication de produits chimiques,24,0.65
2015,Québec,Fabrication de produits chimiques de base,24,0.08
2015,Québec,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",24,0.03
2015,Québec,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",24,0.06
2015,Québec,Fabrication de produits pharmaceutiques et de médicaments,24,0.22
2015,Québec,"Fabrication de peintures, de revêtements et d'adhésifs",24,0.07
2015,Québec,"Fabrication de savons, de détachants et de produits de toilette",24,0.11
2015,Québec,Fabrication d'autres produits chimiques,24,0.09
2015,Québec,Fabrication de produits en plastique et en caoutchouc,24,0.81
2015,Québec,Fabrication de produits en plastique,24,0.62
2015,Québec,Fabrication de produits en caoutchouc,24,0.2
